timestamp,open,high,low,close,volume,vwap_raw,n
2021-01-04 13:00:00+00:00,376.01,376.01,375.63,375.71,700,375.753333,8
2021-01-04 14:00:00+00:00,375.59,375.67,373.11,373.44,63632,374.287958,503
2021-01-04 15:00:00+00:00,373.61,373.635,369.86,369.985,167588,371.571853,1246
2021-01-04 16:00:00+00:00,370.0,370.45,366.73,366.97,223758,368.717981,1672
2021-01-04 17:00:00+00:00,366.91,367.18,364.87,366.275,245840,365.926969,1499
2021-01-04 18:00:00+00:00,366.17,368.64,366.12,368.54,73647,367.643507,550
2021-01-04 19:00:00+00:00,368.53,368.59,366.635,368.08,126849,367.512874,860
2021-01-04 20:00:00+00:00,367.97,369.45,367.08,368.86,393135,368.598292,2999
2021-01-04 21:00:00+00:00,368.92,369.05,368.69,369.0,7314,368.902361,24
2021-01-05 13:00:00+00:00,367.95,368.0,366.99,366.99,2202,367.553636,9
2021-01-05 14:00:00+00:00,366.99,370.74,366.99,370.115,91589,369.800062,626
2021-01-05 15:00:00+00:00,370.16,370.89,368.43,368.9,101541,369.526019,1008
2021-01-05 16:00:00+00:00,368.82,370.085,368.33,369.685,110982,369.582609,1324
2021-01-05 17:00:00+00:00,369.815,370.515,369.68,370.505,62874,370.156198,1053
2021-01-05 18:00:00+00:00,370.53,370.86,370.36,370.86,30076,370.550274,363
2021-01-05 19:00:00+00:00,370.96,372.435,370.96,371.39,69983,371.860427,657
2021-01-05 20:00:00+00:00,371.43,372.09,370.88,371.36,183903,371.381192,1710
2021-01-05 21:00:00+00:00,371.33,371.45,371.1,371.15,6944,371.23537,16
2021-01-06 13:00:00+00:00,369.96,370.67,369.96,370.67,26755,370.140768,47
2021-01-06 14:00:00+00:00,369.38,372.35,369.19,372.225,121538,370.818147,684
2021-01-06 15:00:00+00:00,372.27,375.74,371.99,375.13,169075,374.052533,1091
2021-01-06 16:00:00+00:00,375.14,376.155,375.07,375.4,332113,375.625803,1435
2021-01-06 17:00:00+00:00,375.445,376.57,375.4,376.45,52424,375.825749,407
2021-01-06 18:00:00+00:00,376.5,376.96,376.13,376.48,59026,376.517983,550
2021-01-06 19:00:00+00:00,376.485,376.88,373.145,374.455,318207,374.75239,1667
2021-01-06 20:00:00+00:00,374.47,375.17,372.84,373.64,507996,373.779155,3196
2021-01-06 21:00:00+00:00,373.12,374.76,372.9,374.76,5007,373.514954,14
2021-01-07 13:00:00+00:00,375.58,375.7,375.25,375.42,5300,375.561321,11
2021-01-07 14:00:00+00:00,375.95,377.92,375.92,377.88,222716,376.790364,1167
2021-01-07 15:00:00+00:00,378.09,379.48,377.79,379.415,164112,378.817125,1170
2021-01-07 16:00:00+00:00,379.48,379.795,378.65,378.775,120753,379.059207,816
2021-01-07 17:00:00+00:00,378.8,378.97,378.33,378.885,112969,378.685739,755
2021-01-07 18:00:00+00:00,379.035,379.1,378.45,378.945,61073,378.849829,423
2021-01-07 19:00:00+00:00,378.95,379.29,378.705,379.29,43752,379.018447,471
2021-01-07 20:00:00+00:00,379.275,379.87,378.87,378.96,174610,379.397533,1598
2021-01-07 21:00:00+00:00,379.17,379.28,378.9,379.1,4900,379.108572,11
2021-01-08 13:00:00+00:00,379.93,380.41,379.93,380.41,1100,379.996364,4
2021-01-08 14:00:00+00:00,380.59,381.19,380.1,380.505,52804,380.695218,431
2021-01-08 15:00:00+00:00,380.67,380.975,378.86,380.535,61050,380.008792,772
2021-01-08 16:00:00+00:00,380.7,380.74,379.595,380.205,28317,379.987095,451
2021-01-08 17:00:00+00:00,380.22,380.63,379.625,379.755,22219,380.14936,284
2021-01-08 18:00:00+00:00,379.785,379.865,377.11,378.17,94005,378.182297,823
2021-01-08 19:00:00+00:00,378.18,380.05,378.18,379.95,112134,379.237755,764
2021-01-08 20:00:00+00:00,379.98,381.45,379.97,381.24,208043,380.851377,1497
2021-01-08 21:00:00+00:00,381.46,381.77,381.46,381.71,10046,381.627729,35
2021-01-11 13:00:00+00:00,378.2,378.2,377.92,377.92,1000,378.06,2
2021-01-11 14:00:00+00:00,378.1,379.26,377.33,379.12,123050,378.446664,718
2021-01-11 15:00:00+00:00,379.035,379.885,378.86,379.55,72592,379.389329,732
2021-01-11 16:00:00+00:00,379.51,379.93,378.69,379.79,45191,379.532254,695
2021-01-11 17:00:00+00:00,379.89,380.54,379.72,380.255,39518,379.99829,690
2021-01-11 18:00:00+00:00,380.33,380.46,378.805,379.31,48948,379.740678,739
2021-01-11 19:00:00+00:00,379.145,379.59,378.39,379.44,55972,379.023278,762
2021-01-11 20:00:00+00:00,379.54,379.61,378.17,378.83,186971,378.775849,1727
2021-01-11 21:00:00+00:00,379.1,379.1,378.88,378.88,2100,378.947619,6
2021-01-12 13:00:00+00:00,379.27,379.51,378.29,378.55,580,378.932,7
2021-01-12 14:00:00+00:00,379.02,379.28,377.77,378.66,54145,378.883389,419
2021-01-12 15:00:00+00:00,378.43,379.72,378.34,379.2,50816,379.1134,522
2021-01-12 16:00:00+00:00,378.91,379.84,377.895,378.3,43540,378.923597,481
2021-01-12 17:00:00+00:00,378.315,378.315,376.4,378.025,86641,377.406212,683
