Holdings details

FTSE Emerging Markets ETF (VWO)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,6556518,Malayan Cement Bhd,LMC,<0.01%,Construction Materials,MY,---,"$11,604,449.69","7,210,200"
,6890603,IRPC PCL - FOREIGN,IRPC/F,<0.01%,Oil & Gas Refining & Marketing,TH,---,"$11,601,754.52","143,660,614"
,6275459,Huaku Development Co Ltd,2548,<0.01%,Real Estate Development,TW,---,"$11,575,393.30","3,953,017"
,BMTNNH1,Ningbo Deye Technology Corp,605117,<0.01%,Electrical Components & Equipment,CN,---,"$11,558,112.31","882,799"
,BN4M488,Aditya Birla Sun Life Asset Management Co Ltd,ABSLAMC,<0.01%,Asset Management & Custody Banks,IN,---,"$11,501,888.67","1,042,309"
,BMBVP11,PowerGrid Infrastructure Investment Trust,PGINVIT,<0.01%,Industrial REITs,IN,---,"$11,500,920.37","10,957,620"
,B0LNLV5,Grindrod Ltd,GND,<0.01%,Marine Ports & Services,ZA,---,"$11,478,313.00","7,536,166"
,BZ3D550,Natco Pharma Ltd,NTCPH,<0.01%,Pharmaceuticals,IN,---,"$11,475,566.52","1,299,507"
,BJ1DZ50,RoboTechnik Intelligent Technology Co Ltd,300757,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$11,471,668.62","135,700"
,BP3R3H0,Sany Heavy Industry Co Ltd,600031,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$11,469,491.20","3,854,664"
,B133P41,Saudia Dairy & Foodstuff Co,SADAFCO,<0.01%,Packaged Foods & Meats,SA,---,"$11,465,528.03","211,320"
,BP3R2C8,China Minsheng Banking Corp Ltd,600016,<0.01%,Diversified Banks,CN,---,"$11,439,411.56","21,778,654"
,B15CLM6,Abu Dhabi National Hotels,ADNH,<0.01%,"Hotels, Resorts & Cruise Lines",AE,---,"$11,430,435.86","102,810,586"
,BN898F0,Equites Property Fund Ltd,EQU,<0.01%,Industrial REITs,ZA,---,"$11,426,724.21","10,274,428"
,BJVX2Q0,Viohalco SA,VIO,<0.01%,Diversified Metals & Mining,GR,---,"$11,425,675.80","570,994"
,6354251,COSCO SHIPPING Ports Ltd,1199,<0.01%,Marine Ports & Services,HK,---,"$11,423,351.58","16,127,359"
,BFMVZF5,National Co for Learning & Education,NCLE,<0.01%,Education Services,SA,---,"$11,419,032.91","298,556"
,B1SVWB6,Ping An Insurance Group Co of China Ltd,601318,<0.01%,Life & Health Insurance,CN,---,"$11,412,762.49","1,375,600"
,BD5CPG2,Wuliangye Yibin Co Ltd,000858,<0.01%,Distillers & Vintners,CN,---,"$11,397,212.79","1,075,013"
,B083S06,EID Parry India Ltd,EID,<0.01%,Fertilizers & Agricultural Chemicals,IN,---,"$11,392,088.42","1,357,781"
,B1YZ0G3,Machvision Inc,3563,<0.01%,Semiconductor Materials & Equipment,TW,---,"$11,372,864.16","529,136"
,6877811,Taiwan Secom Co Ltd,9917,<0.01%,Security & Alarm Services,TW,---,"$11,361,630.26","3,400,819"
,BFXQ0K9,Garden Reach Shipbuilders & Engineers Ltd,GRSE,<0.01%,Aerospace & Defense,IN,---,"$11,358,018.22","422,103"
,B60Q9M4,Yantai Jereh Oilfield Services Group Co Ltd,002353,<0.01%,Oil & Gas Equipment & Services,CN,---,"$11,354,625.17","586,842"
,BNHPR96,Advanced Fiber Resources Zhuhai Ltd,300620,<0.01%,Communications Equipment,CN,---,"$11,343,305.18","238,655"
,BFMKZ63,Tongguan Gold Group Ltd,340,<0.01%,Gold,HK,---,"$11,340,119.08","26,928,000"
,BMGWDF9,Shengyi Electronics Co Ltd,688183,<0.01%,Electronic Components,CN,---,"$11,338,843.39","592,766"
,6239187,CTCI Corp,9933,<0.01%,Construction & Engineering,TW,---,"$11,335,309.30","8,878,850"
,BP39L27,Suzhou Centec Communications Co Ltd,688702,<0.01%,Semiconductors,CN,---,"$11,333,247.54","195,669"
,BD0MX96,MLP Saglik Hizmetleri AS,MPARK,<0.01%,Health Care Facilities,TR,---,"$11,318,404.90","1,297,621"
,6889173,Honeywell Automation India Ltd,HWA,<0.01%,Electronic Equipment & Instruments,IN,---,"$11,303,576.94","30,295"
,6564793,JPC connectivity Inc,6197,<0.01%,"Technology Hardware, Storage & Peripherals",TW,---,"$11,299,713.74","1,185,750"
,BNG5JM4,RoboSense Technology Co Ltd,2498,<0.01%,Electronic Equipment & Instruments,HK,---,"$11,288,860.93","4,918,000"
,B0LD0W9,XLSMART Telecom Sejahtera Tbk PT,EXCL,<0.01%,Wireless Telecommunication Services,ID,---,"$11,283,418.07","70,975,408"
,BPGKFW5,Mao Geping Cosmetics Co LTD,1318,<0.01%,Personal Care Products,HK,---,"$11,281,527.70","1,796,400"
,BN47MR8,Shanghai United Imaging Healthcare Co Ltd,688271,<0.01%,Health Care Equipment,CN,---,"$11,259,604.73","724,587"
,6284864,Globe Telecom Inc,GLO,<0.01%,Wireless Telecommunication Services,PH,---,"$11,255,769.26","430,074"
,6304643,ELECTRICITY GEN PUB CO-FOREI,EGCO/F,<0.01%,Independent Power Producers & Energy Traders,TH,---,"$11,255,627.56","2,807,611"
,BQXHXB1,Petrindo Jaya Kreasi Tbk PT,CUAN,<0.01%,Coal & Consumable Fuels,ID,---,"$11,244,282.18","245,156,830"
,BRXG0D6,LATAM AIRLINES GROUP SA-ADR,LTM,<0.01%,Passenger Airlines,US,ADR,"$11,243,739.78","225,914"
,BNYN3R3,East Pipes Integrated Co for Industry,EASTPIPE,<0.01%,Steel,SA,---,"$11,239,576.31","213,941"
,B1P6WF8,Advanced Petrochemical Co,APPC,<0.01%,Commodity Chemicals,SA,---,"$11,234,963.92","1,767,952"
,BLB6P53,China Tourism Group Duty Free Corp Ltd,1880,<0.01%,Other Specialty Retail,HK,---,"$11,234,948.66","1,823,800"
,B29NPW0,eClerx Services Ltd,ECLX,<0.01%,Data Processing & Outsourced Services,IN,---,"$11,227,134.43","541,154"
,BMYPWQ4,Tamilnad Mercantile Bank Ltd,TMB,<0.01%,Diversified Banks,IN,---,"$11,226,154.98","1,146,644"
,BTNLBF4,Inventurus Knowledge Solutions Ltd,IKS,<0.01%,Health Care Technology,IN,---,"$11,223,137.89","616,414"
,B3M1XS0,Nuvoton Technology Corp,4919,<0.01%,Semiconductors,TW,---,"$11,222,798.98","2,968,000"
,BMXCL70,Fertiglobe plc,FERTIGLB,<0.01%,Fertilizers & Agricultural Chemicals,AE,---,"$11,221,188.34","15,820,156"
,B03MV32,Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS,KRDMD,<0.01%,Steel,TR,---,"$11,214,055.82","11,431,702"
,B0LLBW0,Astra Microwave Products Ltd,ASTM,<0.01%,Communications Equipment,IN,---,"$11,204,964.11","640,481"
,6517485,Luzhou Laojiao Co Ltd,000568,<0.01%,Distillers & Vintners,CN,---,"$11,204,135.62","977,660"
,B1Z9Q99,Aboitiz Power Corp,AP,<0.01%,Independent Power Producers & Energy Traders,PH,---,"$11,192,124.16","15,508,000"
,6375564,Goldsun Building Materials Co Ltd,2504,<0.01%,Construction Materials,TW,---,"$11,188,455.62","11,376,415"
,BLPP6Z3,Starlux Airlines Co Ltd,2646,<0.01%,Passenger Airlines,TW,---,"$11,179,412.07","16,973,271"
,B05L892,Top Glove Corp Bhd,TOPG,<0.01%,Health Care Supplies,MY,---,"$11,150,018.40","68,044,590"
,B59VLC7,Direcional Engenharia SA,DIRR3,<0.01%,Homebuilding,BR,---,"$11,131,610.27","5,186,960"
,B03D005,HBL Engineering Ltd,HBLENGIN,<0.01%,Electrical Components & Equipment,IN,---,"$11,128,185.35","1,614,108"
,B0CMCL8,Axis Real Estate Investment Trust,AXRB,<0.01%,Diversified REITs,MY,---,"$11,122,241.38","23,804,800"
,BP5D4M8,Shanghai Rural Commercial Bank Co Ltd,601825,<0.01%,Diversified Banks,CN,---,"$11,092,411.84","8,374,600"
,6556693,Malaysian Pacific Industries Bhd,MPI,<0.01%,Semiconductors,MY,---,"$11,088,828.78","1,076,500"
,BKP6T61,Beijing Huafeng Test & Control Technology Co Ltd,688200,<0.01%,Semiconductor Materials & Equipment,CN,---,"$11,082,531.74","188,155"
,B04S979,Lotus Pharmaceutical Co Ltd,1795,<0.01%,Pharmaceuticals,TW,---,"$11,077,569.09","1,890,270"
,B1W9Z06,Bank of Communications Co Ltd,601328,<0.01%,Diversified Banks,CN,---,"$11,070,845.95","10,275,400"
,BYRP845,Jinan Acetate Chemical Co Ltd,4763,<0.01%,Commodity Chemicals,TW,---,"$11,061,074.91","7,573,060"
,6190079,Guangdong HEC Technology Holding Co Ltd,600673,<0.01%,Aluminum,CN,---,"$11,049,098.97","2,244,191"
,BP6FHP7,Shyam Metalics & Energy Ltd,SHYAMMET,<0.01%,Steel,IN,---,"$11,041,462.80","962,313"
,BP3R4R7,Jiangxi Copper Co Ltd,600362,<0.01%,Copper,CN,---,"$11,039,806.57","1,533,644"
,BMTY040,IRB Infrastructure Developers Ltd,IRB,<0.01%,Construction & Engineering,IN,---,"$11,030,120.20","54,306,556"
,B1G4262,Kumba Iron Ore Ltd,KIO,<0.01%,Steel,ZA,---,"$11,019,524.16","741,128"
,B84NYN1,TVS Holdings Ltd,TVSHLTD,<0.01%,Automotive Parts & Equipment,IN,---,"$11,013,810.51","79,259"
,BYXXQB6,Syngene International Ltd,SYNG,<0.01%,Life Sciences Tools & Services,IN,---,"$11,008,442.57","2,615,711"
,BF0XD15,Yangtze Optical Fibre & Cable Joint Stock Ltd Co,601869,<0.01%,Communications Equipment,CN,---,"$10,987,869.36","176,260"
,BRK25P4,Onesource Specialty Pharma Ltd,ONESOURC,<0.01%,Life Sciences Tools & Services,IN,---,"$10,987,740.27","689,229"
,BLF7820,UTI Asset Management Co Ltd,UTIAM,<0.01%,Asset Management & Custody Banks,IN,---,"$10,985,058.49","1,202,770"
,BD3B130,CCL Products India Ltd,CCLP,<0.01%,Packaged Foods & Meats,IN,---,"$10,984,755.73","969,681"
,BP3R2N9,Daqin Railway Co Ltd,601006,<0.01%,Rail Transportation,CN,---,"$10,973,843.22","15,492,760"
,B6WTLK3,Seera Group Holding,SEERA,<0.01%,"Hotels, Resorts & Cruise Lines",SA,---,"$10,967,366.82","1,865,428"
,BP3R444,NARI Technology Co Ltd,600406,<0.01%,Heavy Electrical Equipment,CN,---,"$10,955,240.83","3,206,773"
,B284BT3,United Renewable Energy Co Ltd/Taiwan,3576,<0.01%,Semiconductors,TW,---,"$10,942,430.67","19,094,629"
,BYVKG53,CreditAccess Grameen Ltd,CREDAG,<0.01%,Consumer Finance,IN,---,"$10,930,652.04","763,355"
,6810010,Shanghai Industrial Holdings Ltd,363,<0.01%,Industrial Conglomerates,HK,---,"$10,915,150.32","6,227,289"
,6345482,Ceat Ltd,CEAT,<0.01%,Tires & Rubber,IN,---,"$10,904,265.79","303,990"
,B28SKW1,Arcadyan Technology Corp,3596,<0.01%,Communications Equipment,TW,---,"$10,881,916.11","2,186,219"
,BF5BKQ8,CPN RETAIL GROWTH LEASEH-FOR,CPNREI/F,<0.01%,Retail REITs,TH,---,"$10,876,360.49","27,332,726"
,B291KM9,Edelweiss Financial Services Ltd,EDEL,<0.01%,Asset Management & Custody Banks,IN,---,"$10,872,898.64","8,145,144"
,BMGYHL9,Nanya New Material Technology Co Ltd,688519,<0.01%,Electronic Components,CN,---,"$10,868,242.22","230,375"
,6719764,Perusahaan Gas Negara Persero Tbk PT,PGAS,<0.01%,Gas Utilities,ID,---,"$10,843,257.25","125,626,879"
,6622710,Coronation Fund Managers Ltd,CML,<0.01%,Asset Management & Custody Banks,ZA,---,"$10,840,582.23","4,000,145"
,B41CNM5,Ganfeng Lithium Group Co Ltd,002460,<0.01%,Specialty Chemicals,CN,---,"$10,836,844.14","1,353,580"
,BNTGCG9,Shaily Engineering Plastics Ltd,SHEP,<0.01%,Industrial Machinery & Supplies & Components,IN,---,"$10,828,016.82","315,466"
,B136MP0,National Industrialization Co,NIC,<0.01%,Commodity Chemicals,SA,---,"$10,809,984.34","4,520,119"
,6354671,Shougang Fushan Resources Group Ltd,639,<0.01%,Steel,HK,---,"$10,809,894.84","27,757,800"
,6890302,Agility Public Warehousing Co KSCC,MKHZN,<0.01%,Air Freight & Logistics,KW,---,"$10,802,592.23","21,818,600"
,B04ZR54,Foxsemicon Integrated Technology Inc,3413,<0.01%,Semiconductor Materials & Equipment,TW,---,"$10,787,877.91","1,226,642"
,B7J4PX9,Catrion Catering Holding Co,CATERING,<0.01%,Diversified Support Services,SA,---,"$10,787,206.22","564,535"
,BGDLPF1,Patria Renda Urbana FII RL,HGRU11,<0.01%,Diversified REITs,BR,---,"$10,767,642.65","483,769"
,B1HKJZ7,Formosa Sumco Technology Corp,3532,<0.01%,Semiconductor Materials & Equipment,TW,---,"$10,754,065.14","900,000"
,B056392,Thunder Tiger Corp,8033,<0.01%,Leisure Products,TW,---,"$10,752,218.86","1,828,182"
,BPDXQ02,Vijaya Diagnostic Centre Ltd,VIJAYA,<0.01%,Health Care Services,IN,---,"$10,749,724.49","674,680"
,BWXT8Y7,Airoha Technology Corp,6526,<0.01%,Semiconductors,TW,---,"$10,749,528.94","562,000"
,B12W5L6,JSE Ltd,JSE,<0.01%,Financial Exchanges & Data,ZA,---,"$10,747,864.80","1,101,976"
,BTHH039,Kuwait Telecommunications Co,STC,<0.01%,Wireless Telecommunication Services,KW,---,"$10,747,439.29","5,454,284"
,B9J4ZK0,Pegasus Hava Tasimaciligi AS,PGSUS,<0.01%,Passenger Airlines,TR,---,"$10,741,791.22","3,532,946"
,6128780,Henan Shuanghui Investment & Development Co Ltd,000895,<0.01%,Packaged Foods & Meats,CN,---,"$10,719,319.62","2,994,676"
,BMD7MP0,BEML Ltd,BEML,<0.01%,Construction Machinery & Heavy Transportation Equipment,IN,---,"$10,695,811.28","526,420"
,BKS7JF0,Rockchip Electronics Co Ltd,603893,<0.01%,Semiconductors,CN,---,"$10,662,822.27","368,800"
,BYL76Z4,Shannon Semiconductor Technology Co Ltd,300475,<0.01%,Technology Distributors,CN,---,"$10,652,284.90","401,513"
,BRXJDQ9,Jyoti CNC Automation Ltd,JYOTICNC,<0.01%,Industrial Machinery & Supplies & Components,IN,---,"$10,630,227.74","1,018,645"
,B13C2G9,Selcuk Ecza Deposu Ticaret ve Sanayi A.S.,SELEC,<0.01%,Health Care Distributors,TR,---,"$10,626,008.71","1,537,145"
,B03MPX0,Ral Yatirim Holding AS,RALYH,<0.01%,Construction & Engineering,TR,---,"$10,616,646.86","1,893,147"
,2646123,WIPRO LTD-ADR,WIT,<0.01%,IT Consulting & Other Services,US,ADR,"$10,615,649.65","5,738,189"
,6073062,ZTE Corp,000063,<0.01%,Communications Equipment,CN,---,"$10,567,904.98","2,078,671"
,BVTVXV2,3BB INTERNET INFRASTRUCTUR-F,3BBIF/F,<0.01%,---,TH,---,"$10,566,469.71","54,779,337"
,6923372,Union Bank Of Taiwan,2838,<0.01%,Diversified Banks,TW,---,"$10,556,039.53","16,535,459.2"
,BD5CLQ4,Aier Eye Hospital Group Co Ltd,300015,<0.01%,Health Care Facilities,CN,---,"$10,540,209.16","8,627,118"
,BD20C13,Greentown Service Group Co Ltd,2869,<0.01%,Real Estate Operating Companies,HK,---,"$10,534,678.16","19,693,032"
,BMCW9V1,Evergrande Property Services Group Ltd,6666,<0.01%,Real Estate Operating Companies,HK,---,"$10,533,141.64","71,929,500"
,BMGJRL4,Paradeep Phosphates Ltd,PARADEEP,<0.01%,Fertilizers & Agricultural Chemicals,IN,---,"$10,525,788.10","6,274,422"
,B1P1JS5,Fufeng Group Ltd,546,<0.01%,Diversified Chemicals,HK,---,"$10,507,106.43","17,300,495"
,6374798,Engineers India Ltd,ENGR,<0.01%,Construction & Engineering,IN,---,"$10,496,380.05","3,822,941"
,B1802P7,CENTRAL PLAZA HOTEL PCL-FRGN,CENTEL/F,<0.01%,Restaurants,TH,---,"$10,488,548.44","8,070,313"
,BWJFCD6,Minimax Group Inc,100,<0.01%,Systems Software,HK,---,"$10,453,058.47","236,200"
,BCZRRM0,Societatea Nationala Nuclearelectrica SA,SNN,<0.01%,Electric Utilities,RO,---,"$10,453,038.57","745,805"
,BYW5MZ9,Bank of Hangzhou Co Ltd,600926,<0.01%,Regional Banks,CN,---,"$10,446,118.42","4,195,872"
,BTDQ4G1,Shenzhen Dobot Corp Ltd,2432,<0.01%,Industrial Machinery & Supplies & Components,HK,---,"$10,428,557.26","3,449,200"
,B2RJYH8,Xtep International Holdings Ltd,1368,<0.01%,Footwear,HK,---,"$10,411,430.12","22,247,791"
,BFXP664,MUANGTHAI CAPITAL PCL-FOREIG,MTC/F,<0.01%,Consumer Finance,TH,---,"$10,404,026.82","11,059,545"
,BD5M1L9,Hengyi Petrochemical Co Ltd,000703,<0.01%,Commodity Chemicals,CN,---,"$10,396,099.05","3,577,900"
,BM9Z6T0,Nexchip Semiconductor Corp,688249,<0.01%,Semiconductors,CN,---,"$10,395,405.16","1,805,491"
,BP3R6F9,Xiamen Tungsten Co Ltd,600549,<0.01%,Diversified Metals & Mining,CN,---,"$10,377,641.75","1,296,359"
,BYZZVG0,SPR Auto Technologies Ltd,SHRIPIST,<0.01%,Automotive Parts & Equipment,IN,---,"$10,345,365.74","213,485"
,6349536,Global Brands Manufacture Ltd,6191,<0.01%,Electronic Components,TW,---,"$10,339,166.61","3,920,332"
,BYVDW43,China Railway Signal & Communication Corp Ltd,3969,<0.01%,Electronic Equipment & Instruments,HK,---,"$10,338,057.42","25,319,798"
,6327479,Marksans Pharma Ltd,MRKS,<0.01%,Pharmaceuticals,IN,---,"$10,303,231.75","3,053,396"
,BPYM749,Damai Entertainment Holdings Ltd,1060,<0.01%,Movies & Entertainment,HK,---,"$10,301,586.49","163,719,250"
,6741035,Emami Ltd,HMN,<0.01%,Personal Care Products,IN,---,"$10,300,785.51","2,695,404"
,BF0F5S2,SRISAWADCORP PCL - FOREIGN,SAWAD/F,<0.01%,Consumer Finance,TH,---,"$10,280,398.44","14,468,416"
,B79YDV3,Pavilion Real Estate Investment Trust,PREIT,<0.01%,Retail REITs,MY,---,"$10,272,145.07","25,083,800"
,6094922,Everlight Electronics Co Ltd,2393,<0.01%,Semiconductors,TW,---,"$10,267,114.24","4,928,410"
,BV2CFV6,Maynilad Water Services Inc,MYNLD,<0.01%,Water Utilities,PH,---,"$10,260,138.93","34,158,900"
,BSRJP77,Aadhar Housing Finance Ltd,AADHARHF,<0.01%,Commercial & Residential Mortgage Finance,IN,---,"$10,237,727.06","2,084,114"
,B00QBS2,Chifeng Jilong Gold Mining Group Ltd,600988,<0.01%,Gold,CN,---,"$10,218,121.12","1,465,188"
,B73XF87,Schneider Electric Infrastructure Ltd,SCHN,<0.01%,Electrical Components & Equipment,IN,---,"$10,216,183.11","799,599"
,BD5CN46,Hithink RoyalFlush Information Network Co Ltd,300033,<0.01%,Financial Exchanges & Data,CN,---,"$10,207,147.91","299,602"
,BYXD0G9,Aktor SA Holding Company Technical And Energy Projects,AKTR,<0.01%,Construction & Engineering,GR,---,"$10,206,733.81","854,163"
,B03MNV4,Anadolu Efes Biracilik Ve Malt Sanayii AS,AEFES,<0.01%,Brewers,TR,---,"$10,206,613.09","27,633,144"
,BKVK2D5,Kingsemi Co Ltd,688037,<0.01%,Semiconductor Materials & Equipment,CN,---,"$10,181,011.45","185,209"
,BH7XXQ7,Festi hf,FESTI,<0.01%,Automotive Retail,IS,---,"$10,162,499.76","4,052,993"
,BQT58X6,Tera Yatirim Menkul Degerler AS,TERA,<0.01%,Investment Banking & Brokerage,TR,---,"$10,157,850.18","2,618,619"
,B52KSP3,Tianqi Lithium Corp,002466,<0.01%,Specialty Chemicals,CN,---,"$10,147,975.50","1,368,787"
,BJQTSD2,China Resources Microelectronics Ltd,688396,<0.01%,Semiconductors,CN,---,"$10,137,046.94","1,111,508"
,B77H110,GT Capital Holdings Inc,GTCAP,<0.01%,Industrial Conglomerates,PH,---,"$10,126,930.56","1,326,212"
,BP3R488,Inner Mongolia BaoTou Steel Union Co Ltd,600010,<0.01%,Steel,CN,---,"$10,118,050.01","30,256,425"
,BYW7534,Genertec Universal Medical Group Co Ltd,2666,<0.01%,Health Care Services,HK,---,"$10,115,058.02","17,256,668"
,BJBCKK7,Ujjivan Small Finance Bank Ltd,UJJIVANS,<0.01%,Regional Banks,IN,---,"$10,096,189.23","13,927,366"
,BHQPSR0,SG Micro Corp,300661,<0.01%,Semiconductors,CN,---,"$10,088,852.15","595,751"
,BS9BY18,Tuhu Car Inc,9690,<0.01%,Diversified Support Services,HK,---,"$10,041,030.34","6,572,000"
,BPSRBX7,Jindal Saw Ltd,JSAW,<0.01%,Steel,IN,---,"$10,030,867.04","3,089,258"
,BMCCWJ0,HEG Ltd,HEG,<0.01%,Electrical Components & Equipment,IN,---,"$10,011,632.91","1,309,372"
,BMGYHP3,Verisilicon Microelectronics Shanghai Co Ltd,688521,<0.01%,Semiconductors,CN,---,"$10,007,828.19","336,846"
,BLRBRR8,Shoucheng Holdings Ltd,697,<0.01%,Diversified Real Estate Activities,HK,---,"$10,007,511.04","54,983,211"
,6013693,China Southern Airlines Co Ltd,1055,<0.01%,Passenger Airlines,HK,---,"$10,000,640.13","25,383,638"
,BMBWCT1,Boxer Retail Ltd,BOX,<0.01%,Food Retail,ZA,---,"$9,999,624.46","2,060,033"
,B915XX0,National Medical Care Co,CARE,<0.01%,Health Care Facilities,SA,---,"$9,995,938.00","304,810"
,BD5LYD9,Hubei Dinglong Co Ltd,300054,<0.01%,Specialty Chemicals,CN,---,"$9,979,121.64","922,708"
,2196189,Cia Cervecerias Unidas SA,CCU,<0.01%,Brewers,CL,---,"$9,966,603.35","1,712,784"
,6616519,JCET Group Co Ltd,600584,<0.01%,Semiconductors,CN,---,"$9,956,370.56","885,051"
,BNG3NL5,Rainbow Children's Medicare Ltd,RAINBOW,<0.01%,Health Care Facilities,IN,---,"$9,955,545.14","670,875"
,BFXR916,Avary Holding Shenzhen Co Ltd,002938,<0.01%,Electronic Components,CN,---,"$9,951,654.11","718,384"
,6099905,Aditya Birla Real Estate Ltd,ABREL,<0.01%,Real Estate Operating Companies,IN,---,"$9,909,212.64","696,329"
,BNDWG50,REPT BATTERO Energy Co Ltd,666,<0.01%,Electrical Components & Equipment,HK,---,"$9,901,283.43","7,603,200"
,6121983,IFCI Ltd,IFCI,<0.01%,Specialized Finance,IN,---,"$9,894,127.28","10,524,939"
,BPNZYP9,Arabian Drilling Co,ARABIAND,<0.01%,Oil & Gas Drilling,SA,---,"$9,888,358.63","388,662"
,BP3R585,Zhongjin Gold Corp Ltd,600489,<0.01%,Gold,CN,---,"$9,886,727.13","2,591,633"
,6201465,Taiwan Acceptance Corp,9941,<0.01%,Consumer Finance,TW,---,"$9,884,425.41","3,608,309"
,B6SGJ82,Lingyi iTech Guangdong Co,002600,<0.01%,Electronic Components,CN,---,"$9,878,458.67","5,198,300"
,BYX1HX9,IRB InvIT Fund,IRBINVIT,<0.01%,---,IN,---,"$9,874,340.54","14,492,819"
,BMD9JF5,Henan Shijia Photons Technology Co Ltd,688313,<0.01%,Semiconductors,CN,---,"$9,866,701.48","420,846"
,BT9QTZ9,Shanghai Iluvatar CoreX Semiconductor Co Ltd,9903,<0.01%,Semiconductors,HK,---,"$9,865,861.05","200,500"
,B13D251,Voltamp Transformers Ltd,VAMP,<0.01%,Electrical Components & Equipment,IN,---,"$9,861,350.90","86,190"
,BM91MJ0,China Youran Dairy Group Ltd,9858,<0.01%,Agricultural Products & Services,HK,---,"$9,856,663.89","19,050,000"
,B03MTC7,Gubre Fabrikalari TAS,GUBRF,<0.01%,Fertilizers & Agricultural Chemicals,TR,---,"$9,853,123.24","987,936"
,BSY22K1,Shandong Hongqiao Aluminum Industry Holding Co Ltd,002379,<0.01%,Aluminum,CN,---,"$9,823,178.73","3,640,900"
,6139878,Garware Hi-Tech Films Ltd,GRWRHITE,<0.01%,Commodity Chemicals,IN,---,"$9,791,294.42","130,710"
,6307954,Baoshan Iron & Steel Co Ltd,600019,<0.01%,Steel,CN,---,"$9,790,809.41","11,309,094"
,2386009,USINAS SIDER MINAS GER-PF A,USIM5,<0.01%,Steel,BR,---,"$9,769,320.65","6,776,469"
,BP3R9T4,Jiangsu Zhongtian Technology Co Ltd,600522,<0.01%,Electrical Components & Equipment,CN,---,"$9,764,212.89","1,864,664"
,6290355,Wah Lee Industrial Corp,3010,<0.01%,Technology Distributors,TW,---,"$9,763,938.02","2,420,194"
,BM8C108,Presight AI Holding PLC,PRESIGHT,<0.01%,IT Consulting & Other Services,AE,---,"$9,757,651.88","9,765,425"
,BFH3QX1,Attacq Ltd,ATT,<0.01%,Diversified REITs,ZA,---,"$9,746,753.29","9,418,350"
,BMZC7F8,Hangzhou Tigermed Consulting Co Ltd,3347,<0.01%,Life Sciences Tools & Services,HK,---,"$9,746,734.67","1,858,900"
,6688068,Pick n Pay Stores Ltd,PIK,<0.01%,Food Retail,ZA,---,"$9,744,850.35","8,178,941"
,BJCVZG4,ASSET WORLD CORP PCL-FOREIGN,AWC/F,<0.01%,"Hotels, Resorts & Cruise Lines",TH,---,"$9,733,022.18","104,952,400"
,B7311V6,Kalbe Farma Tbk PT,KLBF,<0.01%,Pharmaceuticals,ID,---,"$9,719,596.37","219,643,184"
,BJGWQG0,Fawry for Banking & Payment Technology Services SAE,FWRY,<0.01%,Transaction & Payment Processing Services,EG,---,"$9,719,247.88","26,227,118"
,B567V73,Triveni Turbine Ltd,TRIV,<0.01%,Heavy Electrical Equipment,IN,---,"$9,714,426.78","1,600,500"
,BMFPS09,Chuangxin Industries Holdings Ltd,2788,<0.01%,Aluminum,HK,---,"$9,712,093.86","4,513,000"
,BT6PDB3,BlackBuck Ltd,BLACKBUC,<0.01%,Application Software,IN,---,"$9,704,324.84","1,557,677"
,BDQZT46,XP Log Fundo de Investimento Imobiliario Responsabilidade Ltda-FII,XPLG11,<0.01%,Industrial REITs,BR,---,"$9,697,363.55","547,715"
,BX686Y4,Bradsaude S A,SAUD3,<0.01%,Managed Health Care,BR,---,"$9,692,813.36","3,621,038"
,BL1N1S9,Sumitomo Chemical India Ltd,SUMICHEM,<0.01%,Fertilizers & Agricultural Chemicals,IN,---,"$9,684,106.76","1,782,926"
,6373728,China Petroleum & Chemical Corp,600028,<0.01%,Integrated Oil & Gas,CN,---,"$9,681,890.02","11,913,800"
,B3ZXLP6,China Suntien Green Energy Corp Ltd,956,<0.01%,Oil & Gas Storage & Transportation,HK,---,"$9,679,393.73","23,272,823"
,BP3R2W8,Bank of Beijing Co Ltd,601169,<0.01%,Diversified Banks,CN,---,"$9,678,561.09","12,156,973"
,BD0F6Q3,V-Guard Industries Ltd,VGRD,<0.01%,Electrical Components & Equipment,IN,---,"$9,672,639.43","2,661,755"
,6185826,AmTRAN Technology Co Ltd,2489,<0.01%,Consumer Electronics,TW,---,"$9,672,208.46","7,263,092"
,B03MY33,Tofas Turk Otomobil Fabrikasi AS,TOASO,<0.01%,Automobile Manufacturers,TR,---,"$9,668,083.94","1,721,935"
,BMYGDM0,Colt CZ Group SE,COLT,<0.01%,Aerospace & Defense,CZ,---,"$9,664,396.55","211,497"
,6690535,Strides Pharma Science Ltd,STR,<0.01%,Pharmaceuticals,IN,---,"$9,645,582.19","895,806"
,BPJPDT0,Onewo Inc,2602,<0.01%,Real Estate Operating Companies,HK,---,"$9,641,787.78","3,959,600"
,BKPSYD9,Orizon Valorizacao de Residuos SA,ORVR3,<0.01%,Environmental & Facilities Services,BR,---,"$9,634,384.95","3,014,556"
