Holdings details

FTSE Emerging Markets ETF (VWO)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,6694065,Fangda Special Steel Technology Co Ltd,600507,<0.01%,Steel,CN,---,"$532,868.67","842,878"
,BP3RHD4,First Tractor Co Ltd,601038,<0.01%,Agricultural & Farm Machinery,CN,---,"$532,555.97","245,789"
,BP91MN5,China Southern Power Grid Energy Efficiency&Clean Energy Co Ltd,003035,<0.01%,Environmental & Facilities Services,CN,---,"$531,713.03","632,800"
,B02P7R8,Vatti Corp Ltd,002035,<0.01%,Household Appliances,CN,---,"$531,647.58","768,748"
,BP3RJ72,AECC Aero Science and Technology Co Ltd,600391,<0.01%,Aerospace & Defense,CN,---,"$531,279.09","103,600"
,BD5CH00,MYS Group Co Ltd,002303,<0.01%,Paper & Plastic Packaging Products & Materials,CN,---,"$531,194.17","628,125"
,B2N75K6,Dalian Huarui Heavy Industry Group Co Ltd,002204,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$530,890.54","683,920"
,B1V74T3,Montnets Cloud Technology Group Co Ltd,002123,<0.01%,Application Software,CN,---,"$530,597.26","437,000"
,B00MQG3,Shandong Homey Aquatic Development Co Ltd,600467,<0.01%,Packaged Foods & Meats,CN,---,"$530,010.95","1,478,298"
,B7JMDD9,Sichuan Hebang Biotechnology Co Ltd,603077,<0.01%,Commodity Chemicals,CN,---,"$529,344.16","1,495,340"
,6798718,Shandong Shengli Co,000407,<0.01%,Gas Utilities,CN,---,"$529,089.05","834,677"
,B68W4B8,Chongqing Water Group Co Ltd,601158,<0.01%,Water Utilities,CN,---,"$528,845.37","860,600"
,B7H22Q7,Dongjiang Environmental Co Ltd,002672,<0.01%,Environmental & Facilities Services,CN,---,"$527,960.12","946,666"
,BD5CB20,Sichuan Haite High-tech Co Ltd,002023,<0.01%,Airport Services,CN,---,"$527,777.33","346,300"
,BQWRB96,Southern Publishing & Media Co Ltd,601900,<0.01%,Publishing,CN,---,"$526,926.51","300,000"
,6019389,Gansu Yasheng Industrial Group Co Ltd,600108,<0.01%,Agricultural Products & Services,CN,---,"$526,799.99","957,000"
,B0V9LR9,SPCG PCL,SPCG/F,<0.01%,Renewable Electricity,TH,---,"$526,206.19","1,616,103"
,BDC41N0,China Petroleum Engineering Corp,600339,<0.01%,Oil & Gas Equipment & Services,CN,---,"$525,441.20","1,032,400"
,6514550,Shanxi Guoxin Energy Corp Ltd,600617,<0.01%,Gas Utilities,CN,---,"$523,360.21","1,021,196"
,B4W3T18,JC Finance & Tax Interconnect Holdings Ltd,002530,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$523,238.24","475,040"
,BP3RBM1,Shanghai Dazhong Public Utilities Group Co Ltd,600635,<0.01%,Gas Utilities,CN,---,"$522,958.39","742,600"
,BYYNJS3,Hainan Haiqi Transportation Group Co Ltd,603069,<0.01%,Passenger Ground Transportation,CN,---,"$522,314.67","264,700"
,BMDZ9Z3,Jenkem Technology Co Ltd,688356,<0.01%,Pharmaceuticals,CN,---,"$522,238.72","38,565"
,BP3RC51,KPC Pharmaceuticals Inc,600422,<0.01%,Pharmaceuticals,CN,---,"$518,702.50","406,808"
,BK4XY57,Wuhan DR Laser Technology Corp Ltd,300776,<0.01%,Semiconductor Materials & Equipment,CN,---,"$518,537.80","30,200"
,6802932,Everbright Jiabao Co Ltd,600622,<0.01%,Real Estate Development,CN,---,"$518,431.02","1,502,708"
,BHQPRM8,Jiangsu Shuangxing Color Plastic New Materials Co Ltd,002585,<0.01%,Paper & Plastic Packaging Products & Materials,CN,---,"$518,011.74","350,800"
,B79PHT2,Bringspring Science and Technology Co Ltd,300290,<0.01%,IT Consulting & Other Services,CN,---,"$515,980.50","586,000"
,B03MZ74,Vakko Tekstil ve Hazir Giyim Sanayi Isletmeleri AS,VAKKO,<0.01%,"Apparel, Accessories & Luxury Goods",TR,---,"$514,088.41","373,253"
,B71R6P5,Leyard Optoelectronic Co Ltd,300296,<0.01%,Electronic Equipment & Instruments,CN,---,"$513,116.78","674,766"
,6039406,Jiangxi Wannianqing Cement Co Ltd,000789,<0.01%,Construction Materials,CN,---,"$511,576.88","828,724"
,6545914,Henan Zhongfu Industry Co Ltd,600595,<0.01%,Aluminum,CN,---,"$510,711.92","549,900"
,BVV6QL6,Chimin Health Management Co Ltd,603222,<0.01%,Pharmaceuticals,CN,---,"$509,318.38","428,400"
,6153522,Jinling Pharmaceutical Co Ltd,000919,<0.01%,Pharmaceuticals,CN,---,"$509,021.93","508,831"
,B62G7T5,China TransInfo Technology Co Ltd,002373,<0.01%,IT Consulting & Other Services,CN,---,"$506,967.63","425,300"
,BVV7Z67,Shandong Xiantan Group Co Ltd,002746,<0.01%,Packaged Foods & Meats,CN,---,"$506,690.90","520,942"
,BNDKP46,Suzhou Everbright Photonics Co Ltd,688048,<0.01%,Semiconductors,CN,---,"$506,091.80","11,569"
,BMQBTB4,Zhejiang Construction Investment Group Co Ltd,002761,<0.01%,Construction & Engineering,CN,---,"$505,680.31","461,278"
,BD5CK89,CETC Cyberspace Security Technology Co Ltd,002268,<0.01%,Systems Software,CN,---,"$505,264.60","242,394"
,BNHPLY9,New Journey Health Technology Group Co Ltd,002219,<0.01%,Health Care Facilities,CN,---,"$504,919.26","1,557,200"
,6136716,Jinyu Bio-Technology Co Ltd,600201,<0.01%,Biotechnology,CN,---,"$504,617.30","268,996"
,BLH4FG2,Shanghai Titan Scientific Co Ltd,688133,<0.01%,Specialty Chemicals,CN,---,"$504,523.37","151,876"
,BR52PD7,FESCO Group Co Ltd,600861,<0.01%,Human Resource & Employment Services,CN,---,"$504,368.27","267,400"
,6574048,Tengda Construction Group Co Ltd,600512,<0.01%,Construction & Engineering,CN,---,"$504,175.39","1,637,499"
,BD73M73,Shenzhen H&T Intelligent Control Co Ltd,002402,<0.01%,Electronic Components,CN,---,"$503,729.79","175,700"
,B23D6F6,RiseSun Real Estate Development Co Ltd,002146,<0.01%,Real Estate Development,CN,---,"$503,605.72","2,871,785"
,BFZ07K8,Tianjin 712 Communication & Broadcasting Co Ltd,603712,<0.01%,Communications Equipment,CN,---,"$503,498.90","288,300"
,6397858,Digital China Information Service Group Co Ltd,000555,<0.01%,IT Consulting & Other Services,CN,---,"$502,840.29","311,643"
,B68WXX3,Chengdu Xinzhu Road&Bridge Machinery Co Ltd,002480,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$502,365.33","614,114"
,6802835,Shanghai Bailian Group Co Ltd,900923,<0.01%,Food Retail,CN,---,"$502,358.61","858,956"
,B715XQ9,Fengjing New Energy Technology Co Ltd,002662,<0.01%,Automotive Parts & Equipment,CN,---,"$501,228.24","1,023,576"
,B615KW7,Canny Elevator Co Ltd,002367,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$500,725.11","578,496"
,6515854,Liaoning Cheng Da Co Ltd,600739,<0.01%,Trading Companies & Distributors,CN,---,"$499,306.79","302,200"
,BF1Y997,Jinneng Science&Technology Co Ltd,603113,<0.01%,Steel,CN,---,"$499,157.62","553,455"
,BP3R7Q7,Shanghai Mechanical and Electrical Industry Co Ltd,600835,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$498,787.56","183,000"
,BZ0D1P5,Hangzhou Jiebai Group Co Ltd,600814,<0.01%,Broadline Retail,CN,---,"$498,569.56","490,657"
,BYYFJG7,COFCO Sugar Holding Co Ltd,600737,<0.01%,Packaged Foods & Meats,CN,---,"$498,356.08","222,700"
,BFBDC51,Sichuan Tianyi Comheart Telecom Co Ltd,300504,<0.01%,Communications Equipment,CN,---,"$497,023.74","185,900"
,BDCN535,Guangdong Kinlong Hardware Products Co Ltd,002791,<0.01%,Building Products,CN,---,"$494,790.46","223,750"
,6126944,Shanghai Belling Co Ltd,600171,<0.01%,Semiconductors,CN,---,"$493,780.71","143,000"
,BD5CDK2,Yifan Pharmaceutical Co Ltd,002019,<0.01%,Pharmaceuticals,CN,---,"$493,653.61","339,300"
,BP3R5W9,Shanghai SMI Holding Co Ltd,600649,<0.01%,Real Estate Development,CN,---,"$493,059.47","858,852"
,6088055,China CYTS Tours Holding Co Ltd,600138,<0.01%,"Hotels, Resorts & Cruise Lines",CN,---,"$491,294.96","458,000"
,BD5M0Y5,Medicalsystem Biotechnology Co Ltd,300439,<0.01%,Biotechnology,CN,---,"$491,017.29","346,583"
,B8BVN08,CTS International Logistics Corp Ltd,603128,<0.01%,Air Freight & Logistics,CN,---,"$491,015.72","586,282"
,BXN6298,Juneyao Airlines Co Ltd,603885,<0.01%,Passenger Airlines,CN,---,"$490,997.78","326,939"
,B521PC2,Xiamen Comfort Science & Technology Group Co Ltd,002614,<0.01%,Leisure Products,CN,---,"$490,905.63","564,300"
,B03MPM9,Bagfas Bandirma Gubre Fabrikalari AS,BAGFS,<0.01%,Fertilizers & Agricultural Chemicals,TR,---,"$490,526.80","895,852"
,BD5M1D1,Tibet Cheezheng Tibetan Medicine Co Ltd,002287,<0.01%,Pharmaceuticals,CN,---,"$489,815.31","163,409"
,BWTS246,HeiLongJiang ZBD Pharmaceutical Co Ltd,603567,<0.01%,Pharmaceuticals,CN,---,"$488,368.83","578,600"
,BD5CFB7,Zhejiang Runtu Co Ltd,002440,<0.01%,Specialty Chemicals,CN,---,"$488,325.20","234,600"
,B29VYB6,Northern United Publishing & Media Group Co Ltd,601999,<0.01%,Publishing,CN,---,"$486,751.94","517,800"
,BNHPPY7,Shanghai Zhezhong Group Co Ltd,002346,<0.01%,Electrical Components & Equipment,CN,---,"$486,480.46","160,600"
,6002776,CSSC Science & Technology Co Ltd,600072,<0.01%,Construction & Engineering,CN,---,"$486,391.44","375,000"
,BZ0D1Z5,Hainan Mining Co Ltd,601969,<0.01%,Steel,CN,---,"$486,306.30","339,100"
,6276924,Shenzhen Guangju Energy Co Ltd,000096,<0.01%,Oil & Gas Refining & Marketing,CN,---,"$485,140.88","396,188"
,BD5C9Q0,Zhejiang Jingu Co Ltd,002488,<0.01%,Automotive Parts & Equipment,CN,---,"$485,081.88","395,200"
,BNR4NP1,Shenzhen Transsion Holdings Co Ltd,688036,<0.01%,"Technology Hardware, Storage & Peripherals",CN,---,"$484,931.36","56,994"
,6142133,China World Trade Center Co Ltd,600007,<0.01%,Real Estate Operating Companies,CN,---,"$484,831.82","172,500"
,6784018,Shanghai Tianchen Co Ltd,600620,<0.01%,Real Estate Development,CN,---,"$484,137.64","728,338"
,BYW5ND4,Xinhuanet Co Ltd,603888,<0.01%,Publishing,CN,---,"$481,627.39","195,118"
,6623694,Tangshan Sanyou Chemical Industries Co Ltd,600409,<0.01%,Commodity Chemicals,CN,---,"$481,143.38","435,200"
,BNHSV04,Servyou Software Group Co Ltd,603171,<0.01%,Application Software,CN,---,"$481,040.40","71,212"
,BLC7ST0,Guangdong Construction Engineering Group Co Ltd,002060,<0.01%,Construction & Engineering,CN,---,"$480,811.83","997,800"
,B641XD4,Realcan Pharmaceutical Group Co Ltd,002589,<0.01%,Health Care Distributors,CN,---,"$480,495.26","1,015,910"
,BD5CKW3,Daan Gene Co Ltd,002030,<0.01%,Biotechnology,CN,---,"$480,343.24","591,344"
,BD5LS71,LB Group Co Ltd,002601,<0.01%,Commodity Chemicals,CN,---,"$479,870.83","199,000"
,BP3RG48,Beijing Huayuan Xinhang Holding Co Ltd,600743,<0.01%,Real Estate Development,CN,---,"$478,906.07","1,376,305"
,B6016K6,BOE HC SemiTek Corp,300323,<0.01%,Semiconductors,CN,---,"$478,838.06","267,700"
,B4SZ004,Beijing Dinghan Technology Group Co Ltd,300011,<0.01%,Heavy Electrical Equipment,CN,---,"$478,563.10","523,300"
,BP3RGQ0,Cinda Real Estate Co Ltd,600657,<0.01%,Real Estate Development,CN,---,"$478,498.43","1,200,513"
,BD5CJV5,Chengdu Xingrong Environment Co Ltd,000598,<0.01%,Environmental & Facilities Services,CN,---,"$478,427.20","437,500"
,BD3FQN7,Jinhui Liquor Co Ltd,603919,<0.01%,Distillers & Vintners,CN,---,"$478,270.07","187,300"
,B4TFKR0,Cachet Pharmaceutical Co Ltd,002462,<0.01%,Health Care Distributors,CN,---,"$475,481.74","262,043"
,B7126Q1,Beijing Philisense Technology Co Ltd,300287,<0.01%,IT Consulting & Other Services,CN,---,"$475,419.67","878,600"
,BNRLFX4,Kunshan Dongwei Technology Co Ltd,688700,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$475,021.56","50,167"
,6674517,Henan Zhongyuan Expressway Co Ltd,600020,<0.01%,Highways & Railtracks,CN,---,"$472,848.15","812,800"
,6108823,PKU Healthcare Corp Ltd,000788,<0.01%,Pharmaceuticals,CN,---,"$472,499.70","560,500"
,6984324,Xiamen International Airport Co Ltd,600897,<0.01%,Airport Services,CN,---,"$472,270.80","211,460"
,BD5LTL2,Shenzhen Comix Group Co Ltd,002301,<0.01%,Office Services & Supplies,CN,---,"$471,508.38","397,000"
,BD6QTZ0,Moon Environment Technology Co Ltd,000811,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$471,384.63","76,000"
,B02R570,Poly Union Chemical Holding Group Co Ltd,002037,<0.01%,Commodity Chemicals,CN,---,"$471,096.79","454,501"
,B40CDV5,Tibet Cheezheng Tibetan Medicine Co Ltd,002287,<0.01%,Pharmaceuticals,CN,---,"$470,745.34","157,047"
,BNDLS84,Anhui Huaheng Biotechnology Co Ltd,688639,<0.01%,Commodity Chemicals,CN,---,"$469,813.76","186,257"
,6359751,Gansu Energy Chemical Co Ltd,000552,<0.01%,Coal & Consumable Fuels,CN,---,"$468,383.73","1,143,986"
,BD5CMG1,Financial Street Holdings Co Ltd,000402,<0.01%,Real Estate Development,CN,---,"$467,074.80","1,203,460"
,BD3NFH8,Suntak Technology Co Ltd,002815,<0.01%,Electronic Components,CN,---,"$466,625.79","213,000"
,BMF7P93,Mabwell Shanghai Bioscience Co Ltd,688062,<0.01%,Biotechnology,CN,---,"$466,252.81","110,575"
,BMTCX56,Riyue Heavy Industry Co Ltd,603218,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$465,911.95","337,600"
,BP3R499,Tsingtao Brewery Co Ltd,600600,<0.01%,Brewers,CN,---,"$465,369.67","61,686"
,BD5LSR1,STO Express Co Ltd,002468,<0.01%,Air Freight & Logistics,CN,---,"$465,147.83","223,899"
,BP3R8D1,State Grid Yingda Co Ltd,600517,<0.01%,Electrical Components & Equipment,CN,---,"$464,264.17","609,846"
,BLGJ740,Shandong Dongyue Silicone Material Co Ltd,300821,<0.01%,Commodity Chemicals,CN,---,"$464,089.44","187,500"
,BNTY0L4,Sany Renewable Energy Co Ltd,688349,<0.01%,Heavy Electrical Equipment,CN,---,"$463,710.71","233,402"
,BD5LS93,Songz Automobile Air Conditioning Co Ltd,002454,<0.01%,Automotive Parts & Equipment,CN,---,"$462,867.78","602,280"
,BZ0D252,Wellhope Foods Co Ltd,603609,<0.01%,Agricultural Products & Services,CN,---,"$462,530.18","482,801"
,6345255,Foshan Electrical and Lighting Co Ltd,200541,<0.01%,Electrical Components & Equipment,CN,---,"$462,487.97","1,938,466"
,B01Y301,Sichuan Haite High-tech Co Ltd,002023,<0.01%,Airport Services,CN,---,"$461,603.23","302,880"
,B02RJ67,Beijing SL Pharmaceutical Co Ltd,002038,<0.01%,Biotechnology,CN,---,"$461,260.45","518,850"
,6148904,Dare Power Dekor Home Co Ltd,000910,<0.01%,Building Products,CN,---,"$460,333.97","562,739"
,BNGJG25,Agrotech Yueksek Teknoloji VE Yatirim AS,AGROT,<0.01%,Agricultural Products & Services,TR,---,"$460,331.39","10,947,008"
,B3TDPX8,Great Chinasoft Technology Co Ltd,002453,<0.01%,Specialty Chemicals,CN,---,"$459,485.14","674,700"
,B1KKBR0,Sunward Intelligent Equipment Co Ltd,002097,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$459,058.10","424,600"
,6295963,Guangxi Wuzhou Zhongheng Group Co Ltd,600252,<0.01%,Pharmaceuticals,CN,---,"$458,670.22","1,334,300"
,6355016,Tianjin Benefo Tejing Electric Co Ltd,600468,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$457,862.29","481,300"
,BP3RKB3,Zhuzhou Qianjin Pharmaceutical Co Ltd,600479,<0.01%,Pharmaceuticals,CN,---,"$456,821.98","252,760"
,BK71D17,Guangdong Marubi Biotechnology Co Ltd,603983,<0.01%,Personal Care Products,CN,---,"$456,070.71","107,400"
,6203104,Sinochem International Corp,600500,<0.01%,Trading Companies & Distributors,CN,---,"$455,986.51","539,110"
,BNRLFY5,Guizhou Zhenhua E-chem Inc,688707,<0.01%,Electrical Components & Equipment,CN,---,"$455,926.77","293,432"
,BD9N4S6,Jiangsu Zhangjiagang Rural Commercial Bank Co Ltd,002839,<0.01%,Regional Banks,CN,---,"$455,188.27","714,820"
,B59Z3K1,Shenzhen Jieshun Science And Technology Industry Co Ltd,002609,<0.01%,Electronic Equipment & Instruments,CN,---,"$455,024.39","386,900"
,BMY9BZ8,Inner Mongolia OJing Science & Technology Co Ltd,001269,<0.01%,Semiconductor Materials & Equipment,CN,---,"$454,896.34","156,100"
,BYYFJW3,Ningbo Jifeng Auto Parts Co Ltd,603997,<0.01%,Automotive Parts & Equipment,CN,---,"$454,808.52","267,600"
,6157502,Hubei Fuxing Science And Technology Co Ltd,000926,<0.01%,Real Estate Development,CN,---,"$454,195.81","1,382,080"
,6427238,Guizhou Guihang Automotive Components Co Ltd,600523,<0.01%,Automotive Parts & Equipment,CN,---,"$453,997.62","251,584"
,BP3RCX9,Jilin Yatai Group Co Ltd,600881,<0.01%,Construction Materials,CN,---,"$453,751.46","1,597,167"
,6889946,BBMG Jidong Cement Group Co Ltd,000401,<0.01%,Construction Materials,CN,---,"$453,645.44","851,877"
,BP3RCC8,China Coal Xinji Energy Co Ltd,601918,<0.01%,Coal & Consumable Fuels,CN,---,"$453,465.56","274,700"
,BFY8GS4,Shenzhen Sinovatio Technology Co Ltd,002912,<0.01%,"Technology Hardware, Storage & Peripherals",CN,---,"$453,204.35","153,216"
,BFYX6C3,Guangzhou Restaurant Group Co Ltd,603043,<0.01%,Restaurants,CN,---,"$452,322.00","219,520"
,6427272,Zhuhai Huajin Capital Co Ltd,000532,<0.01%,Electronic Equipment & Instruments,CN,---,"$452,314.67","268,717"
,6545970,Shinva Medical Instrument Co Ltd,600587,<0.01%,Health Care Equipment,CN,---,"$451,754.99","239,522"
,6538817,Sinochem Equipment Technology Qingdao Co Ltd,600579,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$450,472.30","431,434"
,BHQPRS4,Biem.L.Fdlkk Garment Co Ltd,002832,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$450,203.88","119,234"
,B59J262,Jiangsu Changqing Agrochemical Co Ltd,002391,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$449,726.61","559,209"
,BYW5QM4,Guizhou Broadcasting & TV Information Network Co Ltd,600996,<0.01%,Cable & Satellite,CN,---,"$449,558.60","421,000"
,B298V83,Shenzhen Jinjia Group Co Ltd,002191,<0.01%,Paper & Plastic Packaging Products & Materials,CN,---,"$449,207.19","821,000"
,BD5CJD7,Beijing SL Pharmaceutical Co Ltd,002038,<0.01%,Biotechnology,CN,---,"$449,121.97","505,196"
,BP3RJC7,Suzhou New District Hi-Tech Industrial Co Ltd,600736,<0.01%,Real Estate Development,CN,---,"$447,607.88","437,106"
,BP3RCW8,Shanghai Pudong Construction Co Ltd,600284,<0.01%,Construction & Engineering,CN,---,"$446,171.68","575,741"
,B3P4VV5,Beijing WBD New Materials Group Co Ltd,300055,<0.01%,Commodity Chemicals,CN,---,"$446,135.86","494,900"
,BKDQ7V4,Pangang Group Vanadium Titanium & Resources Co Ltd,000629,<0.01%,Steel,CN,---,"$446,108.00","977,900"
,B7DX877,Qinghai Huzhu TianYouDe Highland Barley Spirit Co Ltd,002646,<0.01%,Distillers & Vintners,CN,---,"$445,736.02","433,000"
,B27WLD2,SOHO China Ltd,410,<0.01%,Real Estate Operating Companies,HK,---,"$444,793.09","10,904,530"
,BFCCPZ8,Sinotruk Jinan Truck Co Ltd,000951,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$442,786.08","139,000"
,BP3RD58,J-Yuan Trust Co Ltd,600816,<0.01%,Asset Management & Custody Banks,CN,---,"$441,944.27","1,193,500"
,BMX3731,Beijing Sinohytec Co Ltd,688339,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$440,367.90","168,343"
,6727079,Shenzhen Kingdom Sci-Tech Co Ltd,600446,<0.01%,Application Software,CN,---,"$440,231.59","268,000"
,BQ3RX55,Jiangsu Lopal Tech Group Co Ltd,603906,<0.01%,Commodity Chemicals,CN,---,"$440,224.85","152,600"
,BD6DFR5,Hexing Electrical Co Ltd,603556,<0.01%,Electronic Equipment & Instruments,CN,---,"$440,120.80","120,021"
,BD6QWC8,Huafon Microfibre Shanghai Technology Co Ltd,300180,<0.01%,Commodity Chemicals,CN,---,"$439,978.45","632,346"
,BMQ8TB5,Pacific Shuanglin Bio-pharmacy Co Ltd,000403,<0.01%,Biotechnology,CN,---,"$439,616.52","283,660"
,BFY8G73,Green Development Electricity Group of Tianjin Co Ltd,000537,<0.01%,Renewable Electricity,CN,---,"$438,367.46","395,200"
,6004471,Anhui Wanwei Updated High-Tech Material Industry Co Ltd,600063,<0.01%,Commodity Chemicals,CN,---,"$437,413.84","500,150"
,BP3RGZ9,Befar Group Co Ltd,601678,<0.01%,Commodity Chemicals,CN,---,"$435,840.43","439,492"
,B3PMK12,Xingmin Intelligent Transportation Systems Group Co Ltd,002355,<0.01%,Automotive Parts & Equipment,CN,---,"$435,747.88","595,626"
,BDD87Z5,Chongqing Pharscin Pharmaceutical Co Ltd,002907,<0.01%,Pharmaceuticals,CN,---,"$435,644.38","197,400"
,BMVB2L0,Shenzhen Microgate Technology Co Ltd,300319,<0.01%,Electronic Components,CN,---,"$435,589.77","139,600"
,BP3R1Q5,Chinese Universe Publishing and Media Group Co Ltd,600373,<0.01%,Publishing,CN,---,"$434,928.28","401,600"
,BS28Y27,Transwarp Technology Shanghai Co Ltd,688031,<0.01%,Application Software,CN,---,"$434,533.32","26,137"
,6818081,Shanghai Yimin Commerce Group Co Ltd,600824,<0.01%,Broadline Retail,CN,---,"$434,352.37","793,600"
,BYL7762,Guangxi Nanning Waterworks Group Co Ltd,601368,<0.01%,Environmental & Facilities Services,CN,---,"$431,382.13","631,800"
,6393254,Guangzhou Pearl River Development Group Co Ltd,600684,<0.01%,Real Estate Development,CN,---,"$431,309.70","783,820"
,BYXF980,Shenzhen Silver Basis Technology Co Ltd,002786,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$430,278.48","355,546"
,BLC7SM3,Ganzhou Teng Yuan Cobalt New Material Co Ltd,301219,<0.01%,Commodity Chemicals,CN,---,"$430,162.07","63,310"
,BD5C9S2,Shenzhen Batian Ecotypic Engineering Co Ltd,002170,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$429,956.81","248,100"
,BP3RJB6,Jiangsu Jiangnan High Polymer Fiber Co Ltd,600527,<0.01%,Commodity Chemicals,CN,---,"$429,906.52","1,274,005"
,B7RL6S4,Guangdong Delian Group Co Ltd,002666,<0.01%,Specialty Chemicals,CN,---,"$429,621.48","675,035"
,BYL7706,Victory Giant Technology Huizhou Co Ltd,300476,<0.01%,Electronic Components,CN,---,"$429,581.57","11,900"
,BD5CQ58,Goldwind Science & Technology Co Ltd,002202,<0.01%,Heavy Electrical Equipment,CN,---,"$427,022.17","156,700"
,BD5LYL7,Guangdong Shenglu Telecommunication Tech Co Ltd,002446,<0.01%,Communications Equipment,CN,---,"$426,743.62","338,400"
,6800710,Shanghai Jinfeng Wine Co Ltd,600616,<0.01%,Distillers & Vintners,CN,---,"$426,724.98","662,645"
,BP3R9V6,Chongqing Iron & Steel Co Ltd,601005,<0.01%,Steel,CN,---,"$425,629.98","2,365,336"
,B2PF7N5,New Journey Health Technology Group Co Ltd,002219,<0.01%,Health Care Facilities,CN,---,"$423,468.12","1,306,000"
,BYXYV69,Hangzhou Electronic Soul Network Technology Co Ltd,603258,<0.01%,Interactive Home Entertainment,CN,---,"$423,421.09","214,109"
,BNHNC39,Jinhong Gas Co Ltd,688106,<0.01%,Industrial Gases,CN,---,"$422,767.27","101,470"
,BMF4S06,Sumec Corp Ltd,600710,<0.01%,Trading Companies & Distributors,CN,---,"$422,717.83","268,700"
,BP91NV0,GoodWe Technologies Co Ltd,688390,<0.01%,Electrical Components & Equipment,CN,---,"$422,686.45","44,019"
,BD5C9X7,Montnets Cloud Technology Group Co Ltd,002123,<0.01%,Application Software,CN,---,"$422,535.12","348,000"
,6354303,Foshan Electrical and Lighting Co Ltd,000541,<0.01%,Electrical Components & Equipment,CN,---,"$421,758.70","572,900"
,6477374,Jilin Yatai Group Co Ltd,600881,<0.01%,Construction Materials,CN,---,"$421,600.98","1,484,000"
,BDZVZJ2,BGI Genomics Co Ltd,300676,<0.01%,Biotechnology,CN,---,"$421,248.91","72,800"
,BD5LQX3,Nantong Jianghai Capacitor Co Ltd,002484,<0.01%,Electronic Components,CN,---,"$420,878.73","44,660"
,BD6QTY9,Guangdong Zhongnan Iron & Steel Co Ltd,000717,<0.01%,Steel,CN,---,"$420,875.11","1,225,100"
,BD5CN68,Shenzhen Energy Group Co Ltd,000027,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$420,313.25","444,400"
,BQV3XP5,CSI Solar Co Ltd,688472,<0.01%,Semiconductors,CN,---,"$419,848.29","310,455"
,BFF1YP5,Shanghai Rongtai Health Technology Corp Ltd,603579,<0.01%,Leisure Products,CN,---,"$419,250.24","157,170"
,BNBXNQ5,Wuhan Keqian Biology Co Ltd,688526,<0.01%,Pharmaceuticals,CN,---,"$418,276.74","222,593"
,BYWJGF9,Zhongfu Information Inc,300659,<0.01%,Systems Software,CN,---,"$418,220.03","269,000"
,B427749,Yotrio Group Co Ltd,002489,<0.01%,Leisure Products,CN,---,"$417,075.31","994,750"
,BD760Z6,Sino Wealth Electronic Ltd,300327,<0.01%,Semiconductors,CN,---,"$416,670.38","111,109"
,BFY8H03,Jafron Biomedical Co Ltd,300529,<0.01%,Health Care Equipment,CN,---,"$416,498.87","177,470"
,BMTCX89,Olympic Circuit Technology Co Ltd,603920,<0.01%,Electronic Components,CN,---,"$414,577.66","72,200"
,BZ3CZ91,Guizhou Gas Group Corp Ltd,600903,<0.01%,Gas Utilities,CN,---,"$414,339.09","434,972"
,BP3R875,Gansu Yasheng Industrial Group Co Ltd,600108,<0.01%,Agricultural Products & Services,CN,---,"$414,008.64","752,100"
,B0762D7,Sinoma International Engineering Co,600970,<0.01%,Construction & Engineering,CN,---,"$413,022.86","361,650"
,B1BVDW1,Zhejiang Communications Technology Co Ltd,002061,<0.01%,Construction & Engineering,CN,---,"$412,125.30","796,180"
,BP3RDX6,Guangxi Guiguan Electric Power Co Ltd,600236,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$411,539.43","281,566"
,BP3RMX9,Triumph New Energy Co Ltd,600876,<0.01%,Building Products,CN,---,"$411,417.86","385,300"
,6543242,Fangda Carbon New Material Co Ltd,600516,<0.01%,Electrical Components & Equipment,CN,---,"$410,499.83","522,917"
,BMTCX67,Zhejiang Starry Pharmaceutical Co Ltd,603520,<0.01%,Pharmaceuticals,CN,---,"$409,121.26","308,140"
,6512833,Grand Industrial Holding Group Co Ltd,000626,<0.01%,Trading Companies & Distributors,CN,---,"$408,538.35","311,800"
,BF2DZ40,Xinyu Iron & Steel Co Ltd,600782,<0.01%,Steel,CN,---,"$408,239.34","976,900"
