Holdings details

FTSE Developed Markets ETF (VEA)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BZCDFX9,Cogeco Communications Inc,CCA,<0.01%,Integrated Telecommunication Services,CA,---,"$4,202,107.59","97,211"
,6016926,Nishimatsuya Chain Co Ltd,7545,<0.01%,Apparel Retail,JP,---,"$4,191,811.43","333,375"
,6661122,Orient Corp,8585,<0.01%,Consumer Finance,JP,---,"$4,190,297.13","773,669"
,6701006,Press Kogyo Co Ltd,7246,<0.01%,Automotive Parts & Equipment,JP,---,"$4,186,552.55","665,339"
,BKTPM65,LOTTE Reit Co Ltd,330590,<0.01%,Retail REITs,KR,---,"$4,183,000.46","1,454,551"
,6235992,Doshisha Co Ltd,7483,<0.01%,Distributors,JP,---,"$4,165,030.10","219,736"
,6576323,Meisei Industrial Co Ltd,1976,<0.01%,Construction & Engineering,JP,---,"$4,164,519.37","388,323"
,BNYGMH5,Digital Core REIT Management Pte Ltd,DCREIT,<0.01%,Data Center REITs,SG,---,"$4,160,266.16","8,240,370"
,6777579,Sato Corp,6287,<0.01%,Office Services & Supplies,JP,---,"$4,157,905.90","234,458"
,BZBXXJ2,SY Holdings Group Ltd,6069,<0.01%,Specialized Finance,HK,---,"$4,154,211.79","5,020,500"
,6906823,Tsukishima Holdings Co Ltd,6332,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$4,126,938.28","234,506"
,BFXZ9X2,CRE Logistics REIT Inc,3487,<0.01%,Industrial REITs,JP,---,"$4,118,380.09","4,891"
,6880983,Teikoku Sen-I Co Ltd,3302,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$4,104,907.39","202,631"
,6609478,Singapore Post Ltd,SPOST,<0.01%,Air Freight & Logistics,SG,---,"$4,098,698.38","15,325,268"
,6517515,Arata Corp,2733,<0.01%,Distributors,JP,---,"$4,098,074.08","240,386"
,BV5F910,Hacksaw AB,HACK,<0.01%,Interactive Home Entertainment,SE,---,"$4,096,164.89","495,670"
,6804284,Shibusawa Logistics Corp,9304,<0.01%,Air Freight & Logistics,JP,---,"$4,091,668.67","313,020"
,BG0WNL9,SOSiLA Logistics REIT Inc,2979,<0.01%,Industrial REITs,JP,---,"$4,085,030.57","6,333"
,6596291,Mitani Sekisan Co Ltd,5273,<0.01%,Construction Materials,JP,---,"$4,082,816.17","306,548"
,BYXF0X2,Qurient Co Ltd,115180,<0.01%,Biotechnology,KR,---,"$4,073,417.89","271,259"
,6485861,Konishi Co Ltd,4956,<0.01%,Commodity Chemicals,JP,---,"$4,066,914.66","447,388"
,6315054,InBody Co Ltd,041830,<0.01%,Health Care Equipment,KR,---,"$4,057,850.76","92,241"
,B28XLF6,Hypoport SE,HYQ,<0.01%,Diversified Financial Services,DE,---,"$4,054,973.23","39,938"
,6250296,Enplas Corp,6961,<0.01%,Electronic Components,JP,---,"$4,052,057.82","62,790"
,B00LSJ7,Hyundai Bioscience Co Ltd,048410,<0.01%,Personal Care Products,KR,---,"$4,051,335.69","845,377"
,B1XLCQ6,Boss Energy Ltd,BOE,<0.01%,Coal & Consumable Fuels,AU,---,"$4,049,514.68","3,992,503"
,6894586,TOA ROAD CORP,1882,<0.01%,Construction & Engineering,JP,---,"$4,048,951.00","398,760"
,6989404,Starzen Co Ltd,8043,<0.01%,Packaged Foods & Meats,JP,---,"$4,040,467.05","403,080"
,6661962,Osaka Organic Chemical Industry Ltd,4187,<0.01%,Diversified Chemicals,JP,---,"$4,037,823.19","143,662"
,BN790Y4,Aurelia Metals Ltd,AMI,<0.01%,Diversified Metals & Mining,AU,---,"$4,031,436.80","12,369,828"
,BM94P78,Tuas Ltd,TUA,<0.01%,Integrated Telecommunication Services,AU,---,"$4,030,752.75","2,750,924"
,BZCFTJ9,HAESUNG DS Co Ltd,195870,<0.01%,Semiconductor Materials & Equipment,KR,---,"$4,028,997.85","103,133"
,BVZ6XS8,United Super Markets Holdings Inc,3222,<0.01%,Food Retail,JP,---,"$4,015,954.50","787,348"
,B1Y9BC8,Growthpoint Properties Australia Ltd,GOZ,<0.01%,Diversified REITs,AU,---,"$4,007,845.98","2,690,436"
,6263777,Denyo Co Ltd,6517,<0.01%,Electrical Components & Equipment,JP,---,"$3,989,388.49","153,617"
,6793605,Sumitomo Seika Chemicals Co Ltd,4008,<0.01%,Specialty Chemicals,JP,---,"$3,984,019.23","419,390"
,B01VH11,Shinsung Delta Tech Co Ltd,065350,<0.01%,Electrical Components & Equipment,KR,---,"$3,976,752.05","174,367"
,BMFX892,Regal Partners Ltd,RPL,<0.01%,Asset Management & Custody Banks,AU,---,"$3,970,683.84","2,144,304"
,6468141,Anest Iwata Corp,6381,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$3,959,619.91","319,065"
,6898447,Token Corp,1766,<0.01%,Homebuilding,JP,---,"$3,958,496.59","45,856"
,6402428,HDC Holdings Co Ltd,012630,<0.01%,Construction & Engineering,KR,---,"$3,957,966.80","239,982"
,6641566,Nippon Yakin Kogyo Co Ltd,5480,<0.01%,Steel,JP,---,"$3,953,194.63","115,837"
,6496142,Hanwha Investment & Securities Co Ltd,003530,<0.01%,Investment Banking & Brokerage,KR,---,"$3,941,257.65","1,099,724"
,B0TLGZ0,Chabiotech Co Ltd,085660,<0.01%,Health Care Facilities,KR,---,"$3,931,795.38","667,517"
,B15CPD5,Piaggio & C SpA,PIA,<0.01%,Motorcycle Manufacturers,IT,---,"$3,924,069.37","1,685,318"
,6497606,Kumiai Chemical Industry Co Ltd,4996,<0.01%,Fertilizers & Agricultural Chemicals,JP,---,"$3,916,313.57","804,316"
,BTCFVN5,Insilico Medicine Cayman TopCo,3696,<0.01%,Life Sciences Tools & Services,HK,---,"$3,913,694.35","703,000"
,6356990,Fukuda Corp,1899,<0.01%,Construction & Engineering,JP,---,"$3,908,275.52","129,670"
,BDGTL31,One REIT Inc,3290,<0.01%,Office REITs,JP,---,"$3,894,801.35","8,289"
,6562979,Daewoong Pharmaceutical Co Ltd,069620,<0.01%,Pharmaceuticals,KR,---,"$3,892,454.57","41,937"
,B3PFW04,Wilh Wilhelmsen Holding ASA,WWIB,<0.01%,Marine Transportation,NO,---,"$3,879,674.17","48,183"
,BTQML43,G2GBIO Inc,456160,<0.01%,Biotechnology,KR,---,"$3,878,488.24","128,141"
,6889496,Deep Source Holdings Ltd,990,<0.01%,Trading Companies & Distributors,HK,---,"$3,876,913.66","53,828,893"
,6287410,TV Asahi Holdings Corp,9409,<0.01%,Broadcasting,JP,---,"$3,867,843.26","197,203"
,6871932,Tanseisha Co Ltd,9743,<0.01%,Research & Consulting Services,JP,---,"$3,859,007.80","403,679"
,BSF1X93,Nanshan Aluminium International Holdings Ltd,2610,<0.01%,Aluminum,HK,---,"$3,838,667.80","1,159,400"
,BR4XSQ5,AbraSilver Resource Corp,ABRA,<0.01%,Diversified Metals & Mining,CA,---,"$3,836,336.77","338,445"
,6321051,Sung Kwang Bend Co Ltd,014620,<0.01%,Building Products,KR,---,"$3,834,298.27","164,132"
,6985037,Yahagi Construction Co Ltd,1870,<0.01%,Construction & Engineering,JP,---,"$3,832,345.69","275,829"
,6373632,Prestige International Inc,4290,<0.01%,Diversified Support Services,JP,---,"$3,829,855.24","852,211"
,6221850,Toyo Gosei Co Ltd,4970,<0.01%,Commodity Chemicals,JP,---,"$3,828,108.90","54,694"
,BMYZBN4,MA Financial Group Ltd,MAF,<0.01%,Asset Management & Custody Banks,AU,---,"$3,822,768.67","882,859"
,6075068,Bando Chemical Industries Ltd,5195,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$3,822,370.97","245,085"
,6986386,Japan Transcity Corp,9310,<0.01%,Marine Transportation,JP,---,"$3,815,004.65","425,488"
,BM9Q3H0,SOLUM Co Ltd,248070,<0.01%,Electronic Components,KR,---,"$3,811,881.26","390,516"
,6487072,G-Tekt Corp,5970,<0.01%,Automotive Parts & Equipment,JP,---,"$3,802,897.92","260,701"
,6222217,SUNeVision Holdings Ltd,1686,<0.01%,Internet Services & Infrastructure,HK,---,"$3,800,860.92","6,100,962"
,6767343,Sagami Holdings Corp,9900,<0.01%,Restaurants,JP,---,"$3,796,151.19","534,534"
,BD3CWG3,Tokmanni Group Corp,TOKMAN,<0.01%,Broadline Retail,FI,---,"$3,792,288.36","441,953"
,6804013,Shinnihon Corp,1879,<0.01%,Construction & Engineering,JP,---,"$3,790,552.72","258,448"
,6520609,Sala Corp,2734,<0.01%,Oil & Gas Refining & Marketing,JP,---,"$3,787,957.99","494,092"
,BFN1D38,Navigator Global Investments Ltd,NGI,<0.01%,Asset Management & Custody Banks,AU,---,"$3,782,384.03","2,173,114"
,6249584,DL Holdings Co Ltd,000210,<0.01%,Commodity Chemicals,KR,---,"$3,770,647.55","102,444"
,6107422,Hankook & Co Co Ltd,000240,<0.01%,Automotive Parts & Equipment,KR,---,"$3,767,807.48","210,200"
,BJTNFH4,AO World PLC,AO/,<0.01%,Computer & Electronics Retail,GB,---,"$3,765,514.09","2,898,468"
,BQ81P89,Redox Ltd/Australia,RDX,<0.01%,Trading Companies & Distributors,AU,---,"$3,754,306.87","1,560,854"
,6497491,Kisoji Co Ltd,8160,<0.01%,Restaurants,JP,---,"$3,748,561.82","241,919"
,B6YT190,SUSS MicroTec SE,SMHN,<0.01%,Semiconductor Materials & Equipment,DE,---,"$3,743,680.24","46,236"
,BYZ0S75,Ki-Star Real Estate Co Ltd,3465,<0.01%,Homebuilding,JP,---,"$3,737,069.01","168,342"
,6823193,SKYCITY Entertainment Group Ltd,SKC,<0.01%,Casinos & Gaming,NZ,---,"$3,731,759.86","9,346,365"
,4498816,TX Group AG,TXGN,<0.01%,Publishing,CH,---,"$3,729,461.17","18,500"
,6055907,Asanuma Corp,1852,<0.01%,Construction & Engineering,JP,---,"$3,724,572.84","655,300"
,B60DQY6,Vital KSK Holdings Inc,3151,<0.01%,Health Care Distributors,JP,---,"$3,724,003.63","358,615"
,6222370,CTI Engineering Co Ltd,9621,<0.01%,Construction & Engineering,JP,---,"$3,716,163.39","184,100"
,B7VQL46,Fnac Darty SA,FNAC,<0.01%,Computer & Electronics Retail,FR,---,"$3,713,246.31","92,602"
,BVSZ4X4,Aimed Bio Inc,0009K0,<0.01%,Biotechnology,KR,---,"$3,698,364.76","206,481"
,6482378,Kameda Seika Co Ltd,2220,<0.01%,Packaged Foods & Meats,JP,---,"$3,696,691.35","416,190"
,BNRKTL7,Lunit Inc,328130,<0.01%,Health Care Technology,KR,---,"$3,694,281.58","556,265"
,6762906,Ryobi Ltd,5851,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$3,692,508.73","213,111"
,6640358,Nippon Chemi-Con Corp,6997,<0.01%,Electronic Components,JP,---,"$3,692,381.25","202,772"
,B285LQ3,BRONCO BILLY Co Ltd,3091,<0.01%,Restaurants,JP,---,"$3,691,546.01","204,124"
,BYV1ST4,VP Bank AG,VPBN,<0.01%,Asset Management & Custody Banks,CH,---,"$3,691,255.99","31,499"
,6657530,Oiles Corp,6282,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$3,682,894.13","200,966"
,6431347,Hokkaido Gas Co Ltd,9534,<0.01%,Gas Utilities,JP,---,"$3,681,794.61","691,430"
,6896849,Orion Holdings Corp,001800,<0.01%,Packaged Foods & Meats,KR,---,"$3,680,049.79","195,314"
,BNNGHG0,ESR Kendall Square REIT Co Ltd,365550,<0.01%,Industrial REITs,KR,---,"$3,675,825.06","1,609,645"
,B037JC2,Nexity SA,NXI,<0.01%,Real Estate Development,FR,---,"$3,673,485.73","479,344"
,6483843,Katakura Industries Co Ltd,3001,<0.01%,Industrial Conglomerates,JP,---,"$3,672,703.75","193,510"
,6036021,SK Gas Ltd,018670,<0.01%,Oil & Gas Storage & Transportation,KR,---,"$3,659,035.14","22,022"
,BK93ZN7,Medley Inc,4480,<0.01%,Health Care Technology,JP,---,"$3,651,642.80","209,100"
,5962934,Semapa-Sociedade de Investimento e Gestao,SEM,<0.01%,Paper Products,PT,---,"$3,651,552.10","148,364"
,6417251,Hakuto Co Ltd,7433,<0.01%,Technology Distributors,JP,---,"$3,645,275.86","110,157"
,6871040,Tamura Corp,6768,<0.01%,Electronic Components,JP,---,"$3,637,647.53","694,561"
,6805179,Sinko Industries Ltd,6458,<0.01%,Building Products,JP,---,"$3,637,066.97","461,814"
,BYR11M2,goeasy Ltd,GSY,<0.01%,Consumer Finance,CA,---,"$3,636,632.10","119,238"
,BF2RZ42,SK Chemicals Co Ltd,285130,<0.01%,Commodity Chemicals,KR,---,"$3,634,479.37","93,688"
,6357744,Futaba Industrial Co Ltd,7241,<0.01%,Automotive Parts & Equipment,JP,---,"$3,631,163.41","517,028"
,6356246,Fuji Co Ltd/Ehime,8278,<0.01%,Food Retail,JP,---,"$3,628,557.23","282,018"
,6494500,SeAH Besteel Holdings Corp,001430,<0.01%,Steel,KR,---,"$3,624,246.43","121,449"
,6869777,Tachibana Eletech Co Ltd,8159,<0.01%,Technology Distributors,JP,---,"$3,619,333.11","143,306"
,B1TK212,Tokushu Tokai Paper Co Ltd,3708,<0.01%,Paper Products,JP,---,"$3,618,218.55","263,118"
,6887821,Pack Corp/The,3950,<0.01%,Paper & Plastic Packaging Products & Materials,JP,---,"$3,616,787.00","376,101"
,B15C6D2,Lotte Tour Development Co Ltd,032350,<0.01%,Casinos & Gaming,KR,---,"$3,614,177.71","373,631"
,B3PQXL5,Anicom Holdings Inc,8715,<0.01%,Property & Casualty Insurance,JP,---,"$3,609,923.29","523,380"
,B00HLY1,Huabao International Holdings Ltd,336,<0.01%,Specialty Chemicals,HK,---,"$3,608,203.95","8,933,172"
,6198277,Cheryong Electric Co Ltd,033100,<0.01%,Electrical Components & Equipment,KR,---,"$3,603,974.00","104,209"
,6307545,Elco Ltd,ELCO,<0.01%,Construction & Engineering,IL,---,"$3,600,712.08","84,254"
,B4YCYX0,Autoneum Holding AG,AUTN,<0.01%,Automotive Parts & Equipment,CH,---,"$3,596,116.71","22,713"
,B29NPD1,Perion Network Ltd,PERI,<0.01%,Advertising,IL,---,"$3,595,896.68","369,120"
,6638687,Nichireki Group Co Ltd,5011,<0.01%,Construction & Engineering,JP,---,"$3,593,613.14","255,902"
,BMT8S71,Minerals 260 Ltd,MI6,<0.01%,Diversified Metals & Mining,AU,---,"$3,583,516.10","5,683,820"
,BN10LP1,WA1 Resources Ltd,WA1,<0.01%,Diversified Metals & Mining,AU,---,"$3,559,484.77","456,140"
,BN33L58,Lifedrink Co Inc,2585,<0.01%,Soft Drinks & Non-alcoholic Beverages,JP,---,"$3,550,965.94","365,496"
,6250490,Daiki Aluminium Industry Co Ltd,5702,<0.01%,Aluminum,JP,---,"$3,544,797.47","298,580"
,4812740,Skandinaviska Enskilda Banken AB,SEBC,<0.01%,Diversified Banks,SE,---,"$3,544,444.18","150,246"
,6768432,Sakai Moving Service Co Ltd,9039,<0.01%,Cargo Ground Transportation,JP,---,"$3,543,099.90","189,312"
,BZ404M0,Harim Holdings Co Ltd,003380,<0.01%,Packaged Foods & Meats,KR,---,"$3,541,192.97","449,405"
,2512406,Leon's Furniture Ltd,LNF,<0.01%,Homefurnishing Retail,CA,---,"$3,540,883.16","203,377"
,6714071,dip Corp,2379,<0.01%,Human Resource & Employment Services,JP,---,"$3,538,514.35","306,889"
,BYQP7X8,Investment AB Oresund,ORES,<0.01%,Multi-Sector Holdings,SE,---,"$3,538,467.59","237,790"
,B05R492,Hite Jinro Co Ltd,000080,<0.01%,Distillers & Vintners,KR,---,"$3,537,831.17","311,570"
,B03BJB3,Sun Frontier Fudousan Co Ltd,8934,<0.01%,Diversified Real Estate Activities,JP,---,"$3,537,532.09","226,057"
,BMTPPG0,UNISOL Holdings Corp,7128,<0.01%,Trading Companies & Distributors,JP,---,"$3,536,819.43","208,779"
,BF41GY9,Genky DrugStores Co Ltd,9267,<0.01%,Food Retail,JP,---,"$3,535,072.83","154,420"
,6641168,Nippon Carbon Co Ltd,5302,<0.01%,Electrical Components & Equipment,JP,---,"$3,528,917.27","107,888"
,BMZMHW5,GI Innovation Inc,358570,<0.01%,Biotechnology,KR,---,"$3,528,180.70","590,346"
,6658373,Otoki Corp,007310,<0.01%,Packaged Foods & Meats,KR,---,"$3,527,455.21","14,346"
,6215314,Computer Engineering & Consulting Ltd,9692,<0.01%,Systems Software,JP,---,"$3,526,522.91","219,704"
,6400433,HIS Co Ltd,9603,<0.01%,"Hotels, Resorts & Cruise Lines",JP,---,"$3,525,843.92","480,044"
,6137731,ZERIA Pharmaceutical Co Ltd,4559,<0.01%,Pharmaceuticals,JP,---,"$3,524,497.12","278,718"
,6045759,AOKI Holdings Inc,8214,<0.01%,Apparel Retail,JP,---,"$3,521,818.49","317,925"
,B5MSTC1,TSI Holdings Co Ltd,3608,<0.01%,"Apparel, Accessories & Luxury Goods",JP,---,"$3,521,783.83","444,749"
,6769402,Sakai Chemical Industry Co Ltd,4078,<0.01%,Diversified Chemicals,JP,---,"$3,517,163.20","143,192"
,BMDXML4,SK IE Technology Co Ltd,361610,<0.01%,Electrical Components & Equipment,KR,---,"$3,508,721.91","297,215"
,BYZ8GD1,Aucnet Inc,3964,<0.01%,Specialized Consumer Services,JP,---,"$3,508,260.87","389,200"
,BYX4V69,Intellian Technologies Inc,189300,<0.01%,Communications Equipment,KR,---,"$3,507,570.57","76,483"
,B3V2W32,KAWADA TECHNOLOGIES Inc,3443,<0.01%,Construction & Engineering,JP,---,"$3,507,042.68","405,703"
,BMVB793,GVS SpA,GVS,<0.01%,Health Care Equipment,IT,---,"$3,500,870.96","631,814"
,B3CBLB9,SK oceanplant Co Ltd,100090,<0.01%,Construction Machinery & Heavy Transportation Equipment,KR,---,"$3,493,692.49","347,486"
,B7MTYY5,Vector Inc,6058,<0.01%,Advertising,JP,---,"$3,493,542.69","255,590"
,BMZQSP7,Gubra A/S,GUBRA,<0.01%,Life Sciences Tools & Services,DK,---,"$3,490,206.54","59,312"
,BFYR3S0,Better Collective A/S,BETCO,<0.01%,Casinos & Gaming,SE,---,"$3,483,732.98","280,651"
,6373988,Jinchuan Group International Resources Co Ltd,2362,<0.01%,Copper,HK,---,"$3,482,285.66","42,917,802"
,BD6K242,Stride Property Group,SPG,<0.01%,Diversified REITs,NZ,---,"$3,480,014.70","5,114,464"
,BMYGJG6,Plus Alpha Consulting Co Ltd,4071,<0.01%,Application Software,JP,---,"$3,477,596.33","248,053"
,BLGY262,Yamae Group Holdings Co Ltd,7130,<0.01%,Distributors,JP,---,"$3,457,110.68","193,300"
,B7VB4G4,Broadleaf Co Ltd,3673,<0.01%,Application Software,JP,---,"$3,449,696.40","1,104,056"
,6657886,Okura Industrial Co Ltd,4221,<0.01%,Commodity Chemicals,JP,---,"$3,440,374.82","96,297"
,BMWLLJ0,Australian Clinical Labs Ltd,ACL,<0.01%,Health Care Services,AU,---,"$3,439,314.74","1,725,261"
,BN7R1R8,Snowline Gold Corp,SGD,<0.01%,Gold,CA,---,"$3,436,875.07","273,755"
,6894359,Tokai Corp/Gifu,9729,<0.01%,Health Care Distributors,JP,---,"$3,436,271.14","215,968"
,BRBSCR2,Sampo Oyj,SAMPO,<0.01%,Property & Casualty Insurance,DK,---,"$3,425,532.52","303,011"
,BKXLD66,Fixstars Corp,3687,<0.01%,Application Software,JP,---,"$3,419,925.47","239,250"
,5481558,PostNL NV,PNL,<0.01%,Air Freight & Logistics,NL,---,"$3,419,750.93","3,265,264"
,BN7FK31,EQ Resources Ltd,EQR,<0.01%,Diversified Metals & Mining,AU,---,"$3,412,809.18","11,235,420"
,BD5WNY6,EQT Holdings Ltd,EQT,<0.01%,Asset Management & Custody Banks,AU,---,"$3,412,730.80","247,560"
,6036009,Cresco Ltd,4674,<0.01%,Application Software,JP,---,"$3,410,488.44","265,237"
,B8K9X70,Grand City Properties SA,GYC,<0.01%,Real Estate Operating Companies,DE,---,"$3,407,960.21","316,357"
,BFZD2P7,Chong Kun Dang Pharmaceutical Corp,185750,<0.01%,Pharmaceuticals,KR,---,"$3,403,667.04","68,071"
,6137195,Lifestyle Communities Ltd,LIC,<0.01%,Real Estate Development,AU,---,"$3,399,726.55","909,683"
,BD97P41,X-Fab Silicon Foundries SE,XFAB,<0.01%,Semiconductors,FR,---,"$3,399,413.99","484,194"
,BF1CV17,PKSHA Technology Inc,3993,<0.01%,Application Software,JP,---,"$3,393,894.90","164,966"
,BDQZF59,Sagax AB,SAGAD,<0.01%,Real Estate Operating Companies,SE,---,"$3,391,058.80","977,910"
,6560939,Paradise Co Ltd,034230,<0.01%,Casinos & Gaming,KR,---,"$3,389,812.71","455,113"
,6896924,Torishima Pump Manufacturing Co Ltd,6363,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$3,388,534.08","181,594"
,6642901,Nissan Shatai Co Ltd,7222,<0.01%,Automobile Manufacturers,JP,---,"$3,388,012.68","586,441"
,B0YQ5X1,West Holdings Corp,1407,<0.01%,Construction & Engineering,JP,---,"$3,385,666.73","207,000"
,B4X6994,YG Entertainment Inc,122870,<0.01%,Movies & Entertainment,KR,---,"$3,379,680.47","112,667"
,BPG9MQ5,Ariston Holding NV,ARIS,<0.01%,Building Products,IT,---,"$3,379,234.78","751,829"
,B1QGV49,eGuarantee Inc,8771,<0.01%,Specialized Finance,JP,---,"$3,374,412.17","308,375"
,BYYNFR4,BW Offshore Ltd,BWO,<0.01%,Oil & Gas Equipment & Services,NO,---,"$3,371,219.71","765,121"
,6763006,RYODEN CORP,8084,<0.01%,Technology Distributors,JP,---,"$3,361,209.45","113,076"
,B404429,Advanced Nano Products Co Ltd,121600,<0.01%,Specialty Chemicals,KR,---,"$3,354,846.84","90,421"
,6311762,Weathernews Inc,4825,<0.01%,Research & Consulting Services,JP,---,"$3,351,490.65","253,136"
,B1P1GJ5,BH Co Ltd,090460,<0.01%,Electronic Components,KR,---,"$3,346,452.87","252,390"
,B0C5W51,Solid Inc,050890,<0.01%,Communications Equipment,KR,---,"$3,345,623.10","517,620"
,BMDHDB3,PHC Holdings Corp,6523,<0.01%,Health Care Equipment,JP,---,"$3,340,739.37","334,198"
,BD3S0S9,KC Tech Co Ltd,281820,<0.01%,Semiconductor Materials & Equipment,KR,---,"$3,339,040.35","67,344"
,B1G16Z0,Riverstone Holdings Ltd,RSTON,<0.01%,Health Care Supplies,SG,---,"$3,333,250.42","5,329,273"
,6155829,Teikoku Corp,6333,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$3,328,284.74","154,868"
,6747516,Roland Corp,7944,<0.01%,Leisure Products,JP,---,"$3,326,830.33","137,818"
,B01QGK8,NCC Group PLC,NCC,<0.01%,IT Consulting & Other Services,GB,---,"$3,326,355.79","1,704,125"
,6248332,NICE Information Service Co Ltd,030190,<0.01%,Research & Consulting Services,KR,---,"$3,323,647.71","283,928"
,6166597,United Arrows Ltd,7606,<0.01%,Apparel Retail,JP,---,"$3,322,151.10","215,036"
,BDB6DD1,IDP Education Ltd,IEL,<0.01%,Education Services,AU,---,"$3,320,301.77","2,631,850"
,BQ25C20,Japan Investment Adviser Co Ltd,7172,<0.01%,Specialized Finance,JP,---,"$3,318,645.49","249,500"
,7571305,SBO AG,SBO,<0.01%,Oil & Gas Equipment & Services,AT,---,"$3,314,575.78","91,217"
,6805339,Shofu Inc,7979,<0.01%,Health Care Supplies,JP,---,"$3,311,418.06","229,064"
,BMTV739,THG PLC,THG,<0.01%,Broadline Retail,GB,---,"$3,306,883.06","7,129,490"
,6426484,Air New Zealand Ltd,AIR,<0.01%,Passenger Airlines,NZ,---,"$3,301,506.32","14,295,949"
,6597562,Mitsui DM Sugar Co Ltd,2109,<0.01%,Packaged Foods & Meats,JP,---,"$3,298,571.15","143,884"
,BYX20P5,Innocean Worldwide Inc,214320,<0.01%,Advertising,KR,---,"$3,298,000.52","235,613"
,6572989,Matsuyafoods Holdings Co Ltd,9887,<0.01%,Restaurants,JP,---,"$3,296,722.33","97,783"
,BQZCC28,Nippon Kanzai Holdings Co Ltd,9347,<0.01%,Environmental & Facilities Services,JP,---,"$3,293,822.71","182,541"
,6643476,HI-LEX CORP,7279,<0.01%,Automotive Parts & Equipment,JP,---,"$3,290,940.69","196,391"
,6740634,Ringer Hut Co Ltd,8200,<0.01%,Restaurants,JP,---,"$3,285,205.05","228,741"
,BP6MDF0,LS Materials Ltd,417200,<0.01%,Electrical Components & Equipment,KR,---,"$3,284,126.24","388,280"
,BRXZ077,Spartan Delta Corp,SDE,<0.01%,Oil & Gas Exploration & Production,CA,---,"$3,282,783.19","347,842"
,6219888,KMW Co Ltd,032500,<0.01%,Communications Equipment,KR,---,"$3,274,576.12","296,733"
,BLGTZK2,Amplitude Energy Ltd,AEL,<0.01%,Oil & Gas Exploration & Production,AU,---,"$3,269,062.86","2,816,172"
,BVPFTH6,Storage King Group,SKG,<0.01%,Self-Storage REITs,AU,---,"$3,264,461.42","3,983,093"
,B092QP3,Melco International Development Ltd,200,<0.01%,Casinos & Gaming,HK,---,"$3,262,780.60","8,314,440"
,BV0M068,Duk San Neolux Co Ltd,213420,<0.01%,Semiconductors,KR,---,"$3,252,274.28","130,426"
,6646561,Nippon Ceramic Co Ltd,6929,<0.01%,Electronic Components,JP,---,"$3,249,186.73","137,115"
,6804466,Shinagawa Refra Co Ltd,5351,<0.01%,Construction Materials,JP,---,"$3,248,929.53","250,544"
,6703400,Prima Meat Packers Ltd,2281,<0.01%,Packaged Foods & Meats,JP,---,"$3,245,646.27","211,479"
,6658050,Okinawa Electric Power Co Inc/The,9511,<0.01%,Electric Utilities,JP,---,"$3,238,053.42","438,163"
,6419956,Shizuoka Gas Co Ltd,9543,<0.01%,Gas Utilities,JP,---,"$3,228,391.45","392,172"
,6296557,Geo Holdings Corp,2681,<0.01%,Other Specialty Retail,JP,---,"$3,223,833.47","211,448"
,5808845,Secunet Security Networks AG,YSN,<0.01%,IT Consulting & Other Services,DE,---,"$3,222,963.51","15,552"
,B3R1D52,Corporate Travel Management Ltd,CTD,<0.01%,"Hotels, Resorts & Cruise Lines",AU,---,"$3,195,787.25","1,110,057"
,B0ZGW28,Chalice Mining Ltd,CHN,<0.01%,Diversified Metals & Mining,AU,---,"$3,193,519.82","3,380,549"
,6049740,Aryt Industries Ltd,ARYT,<0.01%,Aerospace & Defense,IL,---,"$3,186,800.77","605,743"
,BZ1MWM5,Temple & Webster Group Ltd,TPW,<0.01%,Homefurnishing Retail,AU,---,"$3,176,916.08","924,608"
,6496078,Japan Engine Corp,6016,<0.01%,Construction Machinery & Heavy Transportation Equipment,JP,---,"$3,176,296.12","44,300"
,B0QCZ26,PNE AG,PNE3,<0.01%,Heavy Electrical Equipment,DE,---,"$3,171,746.25","372,830"
,BRCDGF2,LunR Royalties Corp,LUNR,<0.01%,Diversified Metals & Mining,CA,---,"$3,165,037.81","200,759"
,BKT7807,Verallia SA,VRLA,<0.01%,"Metal, Glass & Plastic Containers",FR,---,"$3,156,606.18","139,069"
,6010326,Aida Engineering Ltd,6118,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$3,148,340.82","427,640"
,6805801,Hanwha General Insurance Co Ltd,000370,<0.01%,Property & Casualty Insurance,KR,---,"$3,145,865.31","512,421"
,6805340,Shoei Foods Corp,8079,<0.01%,Food Distributors,JP,---,"$3,145,638.32","112,264"
,BN4MX14,Sunrise Energy Metals Ltd,SRL,<0.01%,Diversified Metals & Mining,AU,---,"$3,144,446.01","259,558"
,B1Y3VL9,Koshidaka Holdings Co Ltd,2157,<0.01%,Leisure Facilities,JP,---,"$3,141,646.41","490,516"
